COUNT,Temporary PoleId,Permanent,X,Y,Primary,Neutral,Secondary,Construction Primary,Type,Ht,Location,Phasing,Lat,Lon,Feeder,Remarks
577,ALA2941-88,ALA4721,43665483.07,5956258.379,,2b,2i,J5,S,25,Pocal-pocal,B,16.14949299,119.9918552,6,
578,ALA2941-R1,ALA3024,43665642.17,5952760.434,2b,2b,2i,A2,S,30,Sampaguita St.,B,16.1402598,119.9922924,6,
579,ALA2941-R2,ALA3024A,43665502.51,5952705.654,2b,2b,2i,A2,S,30,Sampaguita St.,B,16.1401152,119.9919086,6,
580,ALA2941-R3,ALA3025,43665352.47,5952695.464,2b,2b,2i,A2,S,30,Sampaguita St.,B,16.1400883,119.9914963,6,
581,ALA2941-R4,ALA3026,43665214.19,5952655.796,2b,2b,2i,A4,S,30,Sampaguita St.,B,16.13998359,119.9911163,6,
582,ALA2941-R5,ALA3027,43665106.43,5952452.93,2b,2b,2b,A1,S,30,Sampaguita St.,B,16.13944809,119.9908202,6,
583,ALA2941-R6,ALA3028,43665024.52,5952298.324,2b,2b,2b,A1,S,30,Sampaguita St.,B,16.13903998,119.9905951,6,
584,ALA2941-R7,ALA3029,43664906.11,5952074.399,2b,2b,2b,A1,S,30,Sampaguita St.,B,16.13844889,119.9902697,6,
585,ALA2941-R8,ALA3030,43664774.37,5951826.204,2b,2b,2b,A2,S,30,Sampaguita St.,B,16.13779373,119.9899077,6,
586,ALA2941-R9,ALA3031,43664761.31,5951471.384,2b,2b,2b,A2,C,30,Sampaguita St.,B,16.13685711,119.9898718,6,
587,,ALA3031A,43664683.51,5951336.858,2b,2b,2b,A1,C,30,Sampaguita St.,B,16.136502,119.989658,6,
588,ALA2941-R10,ALA3032,43664635.03,5951214.212,2b,2b,2b,A5,S,30,Sampaguita St.,B,16.13617825,119.9895248,6,
589,ALA2941-R10-1,ALA3033,43664470.62,5951114.849,,2b,2b,J5,S,25,Sampaguita St.,B,16.13591596,119.989073,6,
590,ALA2941-R10-2,ALA3034,43664387.65,5951005.747,,2b,2b,J5,S,25,Sampaguita St.,B,16.13562796,119.988845,6,
591,ALA2941-R10-3,ALA3035,43664234.45,5950876.579,,2b,2b,J5,W,25,Sampaguita St.,B,16.13528699,119.988424,6,
592,ALA2941-R10-4,ALA3036,43664157.66,5950817.103,,2b,2b,J6,W,25,Sampaguita St.,B,16.13512999,119.988213,6,
593,ALA2941-R10-5,ALA3037,43664097.26,5950863.717,,2b,2b,J7,S,25,Sampaguita St.,B,16.13525304,119.988047,6,
594,ALA2941-R10-6,ALA3038,43664013.19,5950942.877,,2b,2b,J6,S,25,Sampaguita St.,B,16.135462,119.987816,6,
595,ALA2944-2,ALA4743,43666227.84,5952297.96,,1/0b,1/0i,J10,S,30,To San Vicente Daycare,B,16.13903902,119.9939018,6,
596,ALA2944-3,ALA4744,43666286.87,5952397.173,,1/0b,1/0i,J7,S,30,To San Vicente Daycare,B,16.13930091,119.994064,6,
597,ALA2944-4,ALA4745,43666321.36,5952355.134,,1/0b,1/0i,J6/J6,S,30,To San Vicente Daycare,B,16.13918994,119.9941588,6,
598,ALA2944-5,ALA4746,43666468.82,5952543.051,,1/0b,1/0i,J6,S,30,To San Vicente Daycare,B,16.13968598,119.994564,6,
599,ALA2952-1,ALA4747,43666800.66,5950980.718,,1/0b,1/0i,J5/J15,S,30,San Vicente,B,16.13556189,119.9954759,6,
600,ALA2952-2,ALA4748,43666938.25,5950996.311,,1/0b,1/0i,J10/J15,S,30,San Vicente,B,16.13560305,119.995854,6,
601,ALA2952-3,ALA4749,43666939.02,5951097.833,,1/0b,1/0i,J6,S,30,San Vicente,B,16.13587104,119.9958561,6,
602,ALA2952-4,ALA4750,43667116.86,5950999.315,,1/0b,1/0i,J6,S,30,San Vicente,B,16.13561098,119.9963448,6,
603,ALA2962-1,ALAALA2962A,43667624.54,5949623.42,2b,2b,,A5,S,30,San Vicente,C,16.13197896,119.9977399,6,
604,ALA2974-2,ALA4751,43668989.98,5947627.482,2b,2b,2b,C7,C,35,Birds of Paradise,CBA,16.12671006,120.0014921,6,
605,ALA2974-3,ALA4752,43669196.31,5947706.248,2b,2b,2b,A2,S,30,Birds of Paradise,A,16.12691799,120.0020591,6,
606,ALA2974-4,ALA4753,43669276.33,5947849.108,2b,2b,2b,A1,S,30,Birds of Paradise,A,16.12729512,120.002279,6,
607,ALA2974-5,ALA4754,43669333.14,5947954.437,2b,2b,2b,A5,C,30,Birds of Paradise,A,16.12757317,120.0024351,6,
608,ALA2974-6,ALA4755,43669459.38,5947910.434,2b,2b,2b,J6,C,25,Birds of Paradise,A,16.12745701,120.002782,6,
609,ALA2974-7,ALA4756,43669247.91,5947999.478,2b,2b,2b,J10,C,25,Birds of Paradise,A,16.12769207,120.0022009,6,
610,ALA2974-8,ALA4757,43669099.8,5948157.355,2b,2b,2b,J6,C,25,Birds of Paradise,A,16.12810884,120.0017939,6,
611,ALA2998-1L,ALA4758,43671624.28,5943650.431,2b,2b,2b,B8/B5-1,S,30,Cabatuan Going Brgy. Hall,CA,16.11621098,120.0087311,6,
612,ALA2998-2L,ALA4759,43671723.59,5943934.868,2b,2b,2b,B1,S,30,Cabatuan Going Brgy. Hall,CA,16.11696189,120.009004,6,
613,,ALA4759A,,,2b,2b,2b,A14,S,30,Cabatuan Going Brgy. Hall,CA,16.11705,120.009005,6,
614,ALA2998-3L,ALA4760,43671789.13,5944139.045,2b,2b,2b,B3,S,30,Cabatuan Going Brgy. Hall,CA,16.11750091,120.0091841,6,
615,ALA2998-4L,ALA4761,43671986.73,5944301.187,2b,2b,2b,B2,S,30,Cabatuan Going Brgy. Hall,CA,16.11792896,120.0097271,6,
616,ALA2998-5L,ALA4762,43672187.2,5944546.71,2b,2b,2b,B3,S,30,Cabatuan Going Brgy. Hall,CA,16.11857713,120.010278,6,
617,ALA2998-6L,ALA4763,43672187.2,5944683.792,2b,2b,2b,B2,C,30,Cabatuan Going Brgy. Hall,CA,16.11893902,120.010278,6,
618,ALA2998-7L,ALA4764,43672252.67,5944844.435,2b,2b,2b,B2,C,30,Cabatuan Going Brgy. Hall,CA,16.11936311,120.0104579,6,
619,ALA2998-8L,ALA4765,43672312.38,5945067.902,2b,2b,2b,B2,W,30,Cabatuan Going Brgy. Hall,CA,16.11995305,120.010622,6,
620,ALA2998-9L,ALA4766,43672397.57,5945192.512,2b,2b,,B7/A5,S,30,Cabatuan Going Brgy. Hall,CA,16.12028201,120.0108561,6,
621,ALA2998-10L,ALA4767,43672411.33,5945251.18,1/0b,1/0b,,A3,S,30,Purok Yukib Cabatuan,A,16.12043689,120.0108939,6,
622,ALA2998-11L,ALA4768,43672269.44,5945401.544,1/0b,1/0b,1/0i,A1,S,30,Purok Yukib Cabatuan,A,16.12083384,120.010504,6,
623,ALA2998-12L,ALA4769,43672132.29,5945501.558,1/0b,1/0b,1/0i,A5,S,30,Purok Yukib Cabatuan,A,16.12109787,120.0101271,6,
624,ALA2998-13L,ALA4770,43671944.8,5945584.246,,1/0b,1/0i,J6,S,30,Purok Yukib Cabatuan,A,16.12131616,120.0096119,6,
625,ALA2998-14L,ALA4771,43672176.68,5945669.821,,1/0b,1/0i,J10,S,30,Purok Yukib Cabatuan,A,16.12154207,120.0102491,6,
626,ALA2998-15L,ALA4772,43672105.69,5945843.63,,1/0b,1/0i,J5/J8,S,30,Purok Yukib Cabatuan,A,16.12200091,120.010054,6,
627,ALA2998-16L,ALA4773,43672048.55,5946017.556,,1/0b,1/0i,J6,S,30,Purok Yukib Cabatuan,A,16.12246006,120.009897,6,
628,ALA2998-17L,ALA4774,43671883.34,5943651.931,2b,2b,2b,B1,W,30,A. Ginez St. Cabatuan,C,16.11621494,120.009443,6,
629,ALA2998-18L,ALA4775,43672104.23,5943589.108,2b,2b,,B1,W,30,A. Ginez St. Cabatuan,C,16.11604909,120.01005,6,
630,ALA2998-19L,ALA4776,43672421.19,5943578.135,2b,2b,2b,B1,W,30,A. Ginez St. Cabatuan,C,16.11602012,120.010921,6,
631,ALA2998-20L,ALA4777,43672578.4,5943542.798,2b,2b,2b,B1,S,30,A. Ginez St. Cabatuan,C,16.11592683,120.011353,6,
632,ALA2998-21L,ALA4778,43672882.95,5943429.623,2b,2b,2b,B1,S,30,A. Ginez St. Cabatuan,C,16.11562805,120.0121899,6,
633,ALA2998-22L,ALA4779,43673174.43,5943569.014,2b,2b,2b,B1,S,30,A. Ginez St. Cabatuan,C,16.11599604,120.0129909,6,
634,ALA2998-23L,ALA4780,43673423.05,5943659.9,2b,2b,2b,B5/A5-1,W,30,A. Ginez St. Cabatuan,C,16.11623598,120.0136741,6,
635,ALA2998-24L,ALA4781,43673523.78,5943883.016,1/0b,1/0b,1/0i,A1,S,30,A. Ginez St. Cabatuan,C,16.116825,120.0139509,6,
636,ALA2998-25L,ALA4782,43673566.07,5944036.843,1/0b,1/0b,1/0i,A2,S,30,A. Ginez St. Cabatuan,C,16.1172311,120.0140671,6,
637,ALA2998-26L,ALA4783,43673537.32,5944197.829,1/0b,1/0b,1/0i,A1,S,30,A. Ginez St. Cabatuan,C,16.1176561,120.0139881,6,
638,ALA2998-27L,ALA4784,43673461.55,5944364.127,1/0b,1/0b,1/0i,A1,S,30,A. Ginez St. Cabatuan,C,16.11809512,120.0137799,6,
639,ALA2998-28L,ALA4785,43673383.32,5944576.623,1/0b,1/0b,1/0i,A3,S,30,A. Ginez St. Cabatuan,C,16.1186561,120.0135649,6,
640,ALA2998-29L,ALA4786,43673464.1,5944904.603,1/0b,1/0b,1/0i,A1,S,30,A. Ginez St. Cabatuan,C,16.11952195,120.0137869,6,
641,ALA2998-30L,ALA4787,43673590.01,5945166.412,1/0b,1/0b,1/0i,A5,S,30,A. Ginez St. Cabatuan,C,16.12021311,120.0141329,6,
642,ALA2998-31L,ALA4788,43673746.56,5945262.612,,1/0b,1/0i,J6/J6,S,30,A. Ginez St. Cabatuan,C,16.12046707,120.0145631,6,
643,ALA2998-32L,ALA4789,43673717.82,5945468.989,,1/0b,1/0i,J5/J8,S,30,A. Ginez St. Cabatuan,C,16.12101189,120.0144841,6,
644,ALA2998-33L,ALA4790,43673651.59,5945679.291,,1/0b,1/0i,J10,S,30,A. Ginez St. Cabatuan,C,16.12156707,120.0143021,6,
645,ALA2998-34L,ALA4791,43673688.99,5945914.541,,1/0b,1/0i,J6,S,30,A. Ginez St. Cabatuan,C,16.12218811,120.0144049,6,
646,ALA2998-1,ALA4792,43671158.41,5943578.828,2b,2b,1/0 dplx,C8,S,35,A. Rabanillo St. Cabatuan,ABC,16.11602195,120.0074509,6,
647,ALA2998-2,ALA4793,43670970.34,5943586.798,2b,2b,1/0 dplx,C2,S,30,A. Rabanillo St. Cabatuan,ABC,16.11604299,120.0069341,6,
648,ALA2998-3,ALA4794,43670741.37,5943616.362,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11612104,120.0063049,6,
649,ALA2998-4,ALA4795,43670533.22,5943633.798,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11616707,120.0057329,6,
650,ALA2998-5,ALA4796,43670333.07,5943666.018,2b,2b,2b,C2,S,35,A. Rabanillo St. Cabatuan,ABC,16.11625213,120.0051829,6,
651,ALA2998-6,ALA4797,43670036.86,5943813.723,2b,2b,2b,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11664207,120.0043689,6,
652,ALA2998-7,ALA4798,43670185.73,5943724.685,2b,2b,2b,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11640701,120.004778,6,
653,ALA2998-8,ALA4799,43669776.7,5943865.576,2b,2b,2b,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11677896,120.003654,6,
654,ALA2998-9,ALA4800,43669543.8,5943944.338,2b,2b,2b,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11698689,120.003014,6,
655,ALA2998-10,ALA4801,43669272.33,5944019.058,2b,2b,2b,C4,S,45,A. Rabanillo St. Cabatuan,BCA,16.11718415,120.002268,6,
656,ALA2998-11,ALA4802,43669186.12,5943874.353,2b,2b,,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11680213,120.0020311,6,
657,ALA2998-12,ALA4803,43669059.85,5943692.12,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11632104,120.0016841,6,
658,ALA2998-13,ALA4804,43668936.81,5943543.953,2b,2b,1/0 dplx,C4,S,45,A. Rabanillo St. Cabatuan,BCA,16.11592988,120.001346,6,
659,ALA2998-14,ALA4805,43668668.21,5943560.699,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11597409,120.0006079,6,
660,ALA2998-15,ALA4806,43668466.65,5943575.479,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11601311,120.000054,6,
661,ALA2998-16,ALA4807,43668344.38,5943602.733,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11608506,119.999718,6,
662,ALA2998-17,ALA4808,43668147.87,5943645.116,2b,2b,1/0 dplx,C1,S,35,A. Rabanillo St. Cabatuan,ABC,16.11619695,119.999178,6,
663,ALA2998-18,ALA4809,43668032.18,5943664.866,2b,2b,1/0 dplx,B1-A5,S,30,A. Rabanillo St. Cabatuan,ABC,16.11624909,119.9988601,6,
664,ALA2998-19,ALA4810,43667910.57,5943690.616,2b,2b,1/0 dplx,B1,C,30,Balangobong,CA,16.11631707,119.9985259,6,
665,ALA2998-20,ALA4811,43667641.64,5943747.435,2b,2b,1/0 dplx,B2,W,30,Balangobong,CA,16.11646707,119.9977869,6,
666,ALA2998-21,ALA4812,43667484.87,5943783.352,2b,2b,1/0 dplx,B1,W,30,Balangobong,CA,16.11656189,119.9973561,6,
667,ALA2998-22,ALA4813,43667273.08,5943809.913,2b,2b,1/0 dplx,B14,S,30,Balangobong,CA,16.11663201,119.9967741,6,
668,ALA2998-23,ALA4814,43667101.65,5943815.572,2b,2b,2b,B1,W,30,Balangobong,CA,16.11664695,119.996303,6,
669,ALA2998-24,ALA4815,43666880.76,5943818.576,2b,2b,2b,B4,S,35,Balangobong,CA,16.11665488,119.995696,6,
670,ALA2998-25,ALA4816,43666826.53,5943560.699,2b,2b,,B1,S,30,Balangobong,CA,16.11597409,119.995547,6,
671,ALA2998-26,ALA4817,43666797.79,5943307.672,2b,2b,,B1,S,30,Balangobong,CA,16.1153061,119.995468,6,
672,ALA2998-27,ALA4818,43666739.96,5943015.612,2b,2b,2b,B1,S,30,Balangobong,CA,16.11453506,119.9953091,6,
673,ALA2998-28,ALA4819,43666659.54,5942760.28,2b,2b,2b,A4/A5/A5,S,30,Balangobong,CA,16.11386098,119.9950881,6,
674,ALA2998-29,ALA4822,43666796.33,5942689.833,,2b,2b,J5/J8,W,30,Balangobong,C,16.113675,119.995464,6,
675,ALA2998-30,ALA4823,43666965.87,5942661.769,,2b,2b,J5/J8,W,30,Balangobong,C,16.11360091,119.9959299,6,
676,ALA2998-31,ALA4824,43667120.2,5942625.046,,2b,2b,J6,W,30,Balangobong,C,16.11350396,119.996354,6,
677,ALA2998-32,ALA4820,43666452.73,5942775.867,2b,2b,2b,B1,W,30,Balangobong,C,16.11390213,119.9945198,6,
678,ALA2998-33,ALA4821,43666275.88,5942858.438,2b,2b,2b,B1,W,30,Balangobong,C,16.11412012,119.9940338,6,
679,ALA3039,ALA3039,43666064.08,5952055.992,,2b,2b,J10,W,25,San Vicente,C,16.1384003,119.9934518,6,
680,ALA3040,ALA3040,43665969.91,5951946.733,,2b,2b,J5,W,25,San Vicente,C,16.13811189,119.993193,6,
681,ALA3040-1,ALA4982,43665850.87,5951821.764,,2b,2b,J5,S,25,San Vicente,C,16.13778201,119.9928659,6,
682,ALA3040-2,ALA4983,43665754.87,5951735.72,,2b,2b,J6,W,25,San Vicente,C,16.13755488,119.9926021,6,
683,ALA0323-1,ALA5467,43669405.27,5960303.512,2b,2b,,A15,C,30,Bued,A,16.16017,120.0026333,6,
684,ALA0323-2,ALA5468,43669302.17,5960326.877,2b,2b,,A5,C,30,Bued,A,16.16023167,120.00235,6,
685,ALA3000-1,ALA4825,43671607.54,5943039.055,2b,2b,,C8X,S,30,Sampaguita Rd.,CBA,16.11459695,120.0086851,6,
686,ALA3000-2,ALA4826,43671376.1,5943045.176,2b,2b,2b,C1X,W,30,Sampaguita Rd.,CBA,16.11461311,120.0080491,6,
687,ALA3000-3,ALA4827,43671186.14,5943059.494,2b,2b,2b,C1X,W,30,Sampaguita Rd.,CBA,16.11465091,120.0075271,6,
688,ALA3000-4,ALA4828,43671034.39,5943056.146,2b,2b,2b,C1X,S,30,Sampaguita Rd.,CBA,16.11464207,120.0071101,6,
689,ALA3000-5,ALA4829,43670775.65,5942995.866,2b,2b,2b,C1X,W,30,Sampaguita Rd.,CBA,16.11448293,120.0063991,6,
690,ALA3000-6,ALA4830,43670541.99,5942994.017,2b,2b,2b,C1X,W,30,Sampaguita Rd.,CBA,16.11447805,120.005757,6,
691,ALA3000-7,ALA4831,43670333.51,5942946.32,2b,2b,2b,C2X,W,30,Sampaguita Rd.,CBA,16.11435213,120.0051841,6,
692,ALA3000-8,ALA4832,43670046.39,5943019.771,2b,2b,2b,C2X,W,30,Sampaguita Rd.,CBA,16.11454604,120.0043951,6,
693,ALA3000-9,ALA4833,43669913.17,5943148.536,2b,2b,2b,C1X,W,30,Sampaguita Rd.,CBA,16.11488598,120.004029,6,
694,ALA3000-10,ALA4834,43669784.34,5943300.051,2b,2b,2b,C4,S,40,Sampaguita Rd.,CBA,16.11528598,120.003675,6,
695,ALA3000-11,ALA4835,43669575.86,5943237.573,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.11512104,120.0031021,6,
696,ALA3000-12,ALA4836,43669470.26,5943107.191,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11477683,120.0028119,6,
697,ALA3000-13,ALA4837,43669253.01,5942949.324,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.11436006,120.0022149,6,
698,ALA3000-14,ALA4838,43669039.11,5942924.726,2b,2b,2b,C1X,S,30,Sampaguita Rd.,CBA,16.11429512,120.0016271,6,
699,ALA3000-15,ALA4839,43668886.56,5942927.729,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11430305,120.0012079,6,
700,ALA3000-16,ALA4840,43668686.41,5942915.256,2b,2b,2b,C1X,S,30,Sampaguita Rd.,CBA,16.11427012,120.0006579,6,
701,ALA3000-17,ALA4841,43668547.4,5942903.824,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11423994,120.0002759,6,
702,ALA3000-18,ALA4842,43668291.25,5942909.945,2b,2b,2b,C4,C,40,Sampaguita Rd.,CBA,16.1142561,119.999572,6,
703,ALA3000-19,ALA4843,43668253.07,5942672.742,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11362988,119.9994671,6,
704,ALA3000-20,ALA4844,43668225.45,5942414.059,2b,2b,2b,C4,C,30,Sampaguita Rd.,CBA,16.11294695,119.9993912,6,
705,ALA3000-21,ALA4845,43668365.88,5942354.931,2b,2b,2b,C1,C,30,Sampaguita Rd.,CBA,16.11279085,119.9997771,6,
706,ALA3000-22,ALA4846,43668438.66,5942200.88,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11238415,119.9999771,6,
707,ALA3000-23,ALA4847,43668496.49,5942013.334,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.11188902,120.000136,6,
708,ALA3000-24,ALA4848,43668633.28,5941791.724,2b,2b,2b,C3,C,40,Sampaguita Rd.,CBA,16.11130396,120.0005119,6,
709,ALA3000-25,ALA4849,43668538.74,5941481.89,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.11048598,120.0002521,6,
710,ALA3000-26,ALA4850,43668465.96,5941090.638,2b,2b,,C3,W,40,Sampaguita Rd.,CBA,16.10945305,120.0000521,6,
711,ALA3000-27,ALA4851,43668739.58,5940920.189,2b,2b,2b,C4,C,40,Sampaguita Rd.,CBA,16.10900305,120.000804,6,
712,ALA3000-28,ALA4852,43668711.92,5940660.012,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.10831616,120.000728,6,
713,ALA3000-29,ALA4853,43668686.08,5940394.059,2b,2b,2b,C2X,S,30,Sampaguita Rd.,CBA,16.10761402,120.000657,6,
714,ALA3000-30,ALA4854,43668780.41,5940137.581,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.10693689,120.0009162,6,
715,ALA3000-31,ALA4855,43668774.84,5939900.155,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.10631006,120.0009009,6,
716,ALA3000-32,ALA4856,43668847.29,5939569.887,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.10543811,120.0011,6,
717,ALA3000-33,ALA4857,43668896.78,5939257.403,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.10461311,120.001236,6,
718,ALA3000-34,ALA4858,43668943.03,5938881.64,2b,2b,2b,C4,C,30,Sampaguita Rd.,CBA,16.10362104,120.0013631,6,
719,ALA3000-35,ALA4859,43668798.93,5938899.423,2b,2b,2b,C2X,C,30,Sampaguita Rd.,CBA,16.10366799,120.0009671,6,
720,ALA3000-36,ALA4860,43668594.78,5938922.516,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.10372896,120.0004061,6,
721,ALA3000-37,ALA4861,43668429.89,5938953.927,2b,2b,2b,C1X,C,30,Sampaguita Rd.,CBA,16.10381189,119.999953,6,
722,ALA3000-38,ALA4862,43668320.4,5938957.393,2b,2b,2b,C4,C,40,Sampaguita Rd.,CBA,16.10382104,119.9996521,6,
723,ALA3000-39,ALA4863,43668156.97,5938817.662,2b,2b,,A5/C1/C7,W,30,Sampaguita Rd.,CBA,16.10345213,119.999203,6,
724,ALA3000-40,ALA4864,43667993.9,5938652.07,2b,2b,,C7,W,30,Sampaguita Rd.,CBA,16.10301494,119.9987549,6,
725,ALA3000-41,ALA4865,43668219.56,5938645.256,2b,2b,,C1,W,30,Sampaguita Rd.,CBA,16.10299695,119.999375,6,
726,ALA3000-42,ALA4866,43668431.68,5938556.686,2b,2b,,C8,W,30,Sampaguita Rd.,CBA,16.10276311,119.9999579,6,
727,ALA3000-43,ALA4867,43668538.74,5938651.377,2b,2b,,C7,W,30,Sampaguita Rd.,CBA,16.10301311,120.0002521,6,
728,ALA3000-44,ALA4868,43669100.93,5938745.606,1/0b,1/0b,1/0i,A2,S,30,Sampaguita Rd.,B,16.10326189,120.001797,6,
729,ALA3000-45,ALA4869,43669285.76,5938613.038,1/0b,1/0b,1/0i,A2,S,30,Sampaguita Rd.,B,16.10291189,120.0023049,6,
730,ALA3000-46,ALA4870,43669366.62,5938472.157,1/0b,1/0b,1/0i,A1,S,30,Sampaguita Rd.,B,16.10253994,120.0025271,6,
731,ALA3000-47,ALA4871,43669459.38,5938352.062,1/0b,1/0b,1/0i,A2,S,30,Sampaguita Rd.,B,16.10222287,120.002782,6,
732,ALA3000-48,ALA4872,43669612.25,5938224.806,1/0b,1/0b,1/0i,A1,S,30,Sampaguita Rd.,B,16.10188689,120.0032021,6,
733,ALA3000-49,ALA4873,43669732.31,5938134.736,1/0b,1/0b,1/0i,A5,S,30,Sampaguita Rd.,B,16.10164909,120.003532,6,
734,ALA3000-50,ALA4874,43669864,5938036.58,,1/0b,1/0i,J5,S,30,Sampaguita Rd.,B,16.10138994,120.0038939,6,
735,ALA3000-51,ALA4875,43669999.01,5937936.924,,1/0b,1/0i,J10,S,30,Sampaguita Rd.,B,16.10112683,120.0042649,6,
736,ALA3000-52,ALA4876,43670146.03,5937872.603,,1/0b,1/0i,J5,S,30,Sampaguita Rd.,B,16.10095701,120.0046689,6,
737,ALA3000-53,ALA4877,43670314.22,5937798.006,,1/0b,1/0i,J6,S,30,Sampaguita Rd.,B,16.10076006,120.0051311,6,
738,ALA3000-54,ALA4878,43667905.47,5938900.578,2b,2b,,A1,S,30,Rivera farm Macatiw,B,16.10367104,119.9985119,6,
739,ALA3000-55,ALA4879,43667675.16,5938952.427,2b,2b,,A1,S,30,Rivera farm Macatiw,B,16.10380793,119.997879,6,
740,ALA3000-56,ALA4880,43667331.31,5939022.522,2b,2b,,A1,C,30,Rivera farm Macatiw,B,16.10399299,119.9969341,6,
741,ALA3000-57,ALA4881,43667000.48,5939097.12,2b,2b,,A1/A5,C,30,Rivera farm Macatiw,B,16.10418994,119.996025,6,
742,ALA3000-58,ALA4882,43666800.33,5939135.803,2b,2b,2b,A1,C,30,Rivera farm Macatiw,B,16.10429207,119.995475,6,
743,ALA3000-59,ALA4883,43666539.81,5939205.091,2b,2b,2b,A1,C,30,Rivera farm Macatiw,B,16.104475,119.9947591,6,
744,ALA3000-60,ALA4884,43666392.03,5939248.278,2b,2b,2b,A5,C,30,Rivera farm Macatiw,B,16.10458902,119.994353,6,
745,ALA3000-61,ALA4885,43666809.43,5938890.298,2b,2b,,A1,C,30,Rivera farm Macatiw,B,16.1036439,119.9955,6,
746,ALA3000-62,ALA4886,43666664.2,5938718.354,2b,2b,,A1,C,30,Rivera farm Macatiw,B,16.10318994,119.9951009,6,
747,ALA3000-63,ALA4887,43666479.04,5938485.781,2b,2b,,A2,C,30,Rivera farm Macatiw,B,16.10257591,119.9945921,6,
748,ALA3000-64,ALA4888,43666344.36,5938187.736,2b,2b,,A1,C,30,Rivera farm Macatiw,B,16.10178902,119.994222,6,
749,ALA3000-65,ALA4889,43666255.13,5937911.982,2b,2b,,A1,C,30,Rivera farm Macatiw,B,16.10106098,119.9939768,6,
750,ALA3000-66,ALA4890,43666131.44,5937625.253,2b,2b,2b,A5,C,30,Rivera farm Macatiw,B,16.10030396,119.9936369,6,
751,ALA3000-67,ALA4891,43665841.77,5937828.261,,2b,2b,J10,C,30,Rivera farm Macatiw,B,16.10083994,119.9928409,6,
752,ALA3000-70,ALA4892,43665638.72,5937934.382,,2b,2b,J6,C,30,Rivera farm Macatiw,B,16.10112012,119.9922829,6,
753,ALA3000-69,ALA4893,43668077.31,5942261.853,2b,2b,,A3,C,30,Nibaliw Balangobong,A,16.11254512,119.9989841,6,
754,ALA3000-71,ALA4894,43667941.21,5942125.468,2b,2b,2b,A2,C,30,Nibaliw Balangobong,A,16.11218506,119.9986101,6,
755,ALA3000-72,ALA4895,43667660.6,5942184.596,2b,2b,2b,A3,C,30,Nibaliw Balangobong,A,16.11234116,119.997839,6,
756,ALA3000-73,ALA4896,43667499.06,5942081.469,2b,2b,2b,A1,C,30,Nibaliw Balangobong,A,16.1120689,119.9973951,6,
757,ALA3000-74,ALA4897,43667362.16,5942003.864,2b,2b,2b,A2,C,30,Nibaliw Balangobong,A,16.11186402,119.9970189,6,
758,ALA3000-75,ALA4898,43667058.74,5941934.922,2b,2b,2b,A5,C,30,Nibaliw Balangobong,A,16.11168201,119.9961851,6,
759,ALA3000-76,ALA4899,43666785.81,5941983.773,,2b,2b,J5,C,30,Nibaliw Balangobong,A,16.11181098,119.9954351,6,
760,ALA3000-77,ALA4900,43666445.53,5942062.53,,2b,2b,J5/J15,C,25,Nibaliw Balangobong,A,16.1120189,119.9945,6,
761,ALA3000-78,ALA4901,43666437.89,5942220.164,,2b,2b,J6,C,25,Nibaliw Balangobong,A,16.11243506,119.994479,6,
762,ALA3000-79,ALA4902,43666217,5942134.593,,2b,2b,J5/J15,C,25,Nibaliw Balangobong,A,16.11220915,119.993872,6,
763,ALA3000-80,ALA4903,43666248.58,5942291.303,,2b,2b,J6,C,25,Nibaliw Balangobong,A,16.11262287,119.9939588,6,
