COUNT,Temporary PoleId,Permanent,X,Y,Primary,Neutral,Secondary,Construction Primary,Type,Ht,Location,Phasing,Lat,Lon,Feeder,Remarks
968,ALA0326-2,ALA4923,43670122.41,5959953.793,1/0b,1/0b,1/0i,A4,S,30,Hacienda Sabangan,B,16.15924695,120.004604,6,
969,ALA0326-3,ALA4924,43670028.89,5959771.98,1/0b,1/0b,1/0i,A2,S,30,Hacienda Sabangan,B,16.15876707,120.004347,6,
970,ALA0326-4,ALA4925,43670003.78,5959491.176,1/0b,1/0b,1/0i,A2,S,30,Hacienda Sabangan,B,16.15802591,120.004278,6,
971,ALA0326-5,ALA4926,43669883.33,5959258.198,1/0b,1/0b,1/0i,A5,S,30,Hacienda Sabangan,B,16.15741098,120.003947,6,
972,ALA0326-6,ALA4927,43669873.86,5958976.703,,1/0b,1/0i,J10,S,25,Hacienda Sabangan,B,16.15666799,120.003921,6,
973,ALA0326-7,ALA4928,43669895.3,5958898.619,,1/0b,1/0i,J5/J8,S,25,Hacienda Sabangan,B,16.15646189,120.0039799,6,
974,ALA0326-8,ALA4929,43669965.2,5958678.577,,1/0b,1/0i,J7,S,25,Hacienda Sabangan,B,16.1558811,120.004172,6,
975,ALA0326-9,ALA4930,43669829.83,5958517.097,,1/0b,1/0i,J5/J8,S,25,Hacienda Sabangan,B,16.15545488,120.0038,6,
976,ALA0326-10,ALA4931,43669719.57,5958378.834,,1/0b,1/0i,J5/J8,S,25,Hacienda Sabangan,B,16.15508994,120.003497,6,
977,ALA0326-11,ALA4932,43669638.02,5958281.462,,1/0b,1/0i,J5/J8,S,25,Hacienda Sabangan,B,16.15483293,120.0032729,6,
978,ALA0326-12,ALA4933,43669544.93,5958172.421,,1/0b,1/0i,J6,S,25,Hacienda Sabangan,B,16.15454512,120.0030171,6,
979,ALA1761,ALA1761,43670593.27,5960513.787,2b,2b,2b,A1,W,30,Sabangan INC,C,16.160725,120.0058979,6,
980,ALA1762,ALA1762,43670741.37,5960766.872,2b,2b,2b,A1,S,30,Sabangan INC,C,16.16139299,120.0063049,6,
981,ALA1763,ALA1763,43670916.12,5961045.021,2b,2b,2b,A1,W,30,Sabangan INC,C,16.16212713,120.0067851,6,
982,ALA1764,ALA1764,43671062.45,5961280.32,2b,2b,2b,A1,W,30,Sabangan INC,C,16.16274817,120.0071872,6,
983,ALA1765,ALA1765,43671215.87,5961548.078,2b,2b,2b,A1,C,30,Sabangan INC,C,16.16345488,120.0076088,6,
984,ALA1396,ALA1396,43671142.07,5961509.11,,2 dplx,2 dplx,J7,S,30,Sabangan,C,16.16335203,120.007406,6,
985,ALA1406,ALA1406,43670969.58,5961593.964,,2 dplx,2 dplx,J8J5,W,30,Sabangan,C,16.16357599,120.006932,6,
986,ALA1405,ALA1405,43670767.98,5961632.614,,2 dplx,2 dplx,J8J5,S,30,Sabangan,C,16.163678,120.006378,6,
987,ALA1404,ALA1404,43670556.55,5961667.865,,2 dplx,2 dplx,J6,W,30,Sabangan,C,16.16377104,120.005797,6,
988,ALA1766,ALA1766,43671394.29,5961853.494,2b,2b,2b,A1,S,30,Sabangan,C,16.16426098,120.0080991,6,
989,ALA1767,ALA1767,43671500.91,5962050.903,2b,2b,2b,A1,S,30,Sabangan,C,16.16478201,120.0083921,6,
990,ALA1768,ALA1768,43671624.61,5962201.301,2b,2b,2b,A5,C,30,Sabangan,C,16.16517896,120.008732,6,
991,ALA1769,ALA1769,43671787.6,5962130.84,,2b,2b,J5/J8,C,25,Sabangan,C,16.16499299,120.0091799,6,
992,ALA1770,ALA1770,43671953.9,5962083.824,,2b,2b,J5/J8,W,25,Sabangan,C,16.1648689,120.0096369,6,
993,ALA1771,ALA1771,43672120.42,5962024.222,,2b,2b,J5/J8,W,25,Sabangan,C,16.16471159,120.0100945,6,
994,ALA1772,ALA1772,43672290.51,5961969.466,,2b,2b,J10,W,25,Sabangan,C,16.16456707,120.0105619,6,
995,ALA1772-1,ALA1772A,43672473.23,5961841.389,,2b,2b,J5,S,25,Sabangan,C,16.16422903,120.011064,6,
996,ALA1772-2,ALA1772B,43672647.21,5961690.158,,2b,2b,J6,S,25,Sabangan,C,16.16382988,120.0115421,6,
997,ALA1437,ALA1775,43671867.37,5962402.181,2b,2b,2b,A5,S,30,Sabangan,C,16.16570915,120.0093991,6,
998,ALA1776,ALA1776,43671751.24,5962574.131,,2b,2b,J8J5,S,25,Sabangan,C,16.16616298,120.00908,6,
999,ALA1777,ALA1777,43671653.35,5962718.123,,2b,2b,J6,S,25,Sabangan,C,16.16654302,120.008811,6,
1000,ALA1778,ALA1778,43672021.59,5962515.385,,2b,2b,J5/J8,S,30,Sabangan,C,16.16600793,120.0098229,6,
1001,ALA1779,ALA1779,43672130.76,5962617.267,,2b,2b,J5/J8,W,30,Sabangan,C,16.16627683,120.0101229,6,
1002,ALA1780,ALA1780,43672372.39,5962829.466,,2b,2b,J5/J8,W,30,Sabangan,C,16.16683689,120.0107869,6,
1003,ALA1781,ALA1781,43672668.28,5963060.61,,2b,2b,J5/J8,S,30,Sabangan,C,16.16744695,120.0116,6,
1004,ALA1782,ALA1782,43672893.94,5963258.371,,2b,2b,J5/J8,S,30,Sabangan,C,16.1679689,120.0122201,6,
1005,ALA1783,ALA1783,43673067.81,5963406.926,,2b,2b,J5/J8,S,30,Sabangan,C,16.16836098,120.0126979,6,
1006,ALA1784,ALA1784,43673324.4,5963622.939,,2b,2b,J6-J15,W,25,Sabangan,C,16.1689311,120.013403,6,
1007,ALA1785,ALA1785,43673380.11,5963872.567,,2b,2b,J5/J8,S,25,Sabangan,C,16.16958994,120.0135561,6,
1008,ALA1786,ALA1786,43673413.19,5964045.38,,2b,2b,J6,S,25,Sabangan,C,16.17004604,120.013647,6,
1009,ALA1476-R1,ALA4374,43678470.33,5960445.635,2b,2b,,A1,C,30,Balasit Sabangan,A,16.16054512,120.0275439,6,
1010,ALA1476-R2,ALA4375,43678447.47,5960137.224,2b,2b,,A2,C,30,Balasit Sabangan,A,16.1597311,120.0274811,6,
1011,ALA1476-R3,ALA4376,43678523.46,5960036.383,2b,2b,,A1,S,30,Balasit Sabangan,A,16.15946494,120.0276899,6,
1012,ALA1476-R4,ALA4377,43678643.94,5959794.273,2b,2b,,A2,C,30,Balasit Sabangan,A,16.15882591,120.028021,6,
1013,ALA1476-R5,ALA4378,43678800.82,5959643.535,2b,2b,,A1,C,30,Balasit Sabangan,A,16.15842805,120.0284521,6,
1014,ALA1476-R6,ALA4379,43678999.44,5959461.261,2b,2b,,A2,C,30,Balasit Sabangan,A,16.15794695,120.0289979,6,
1015,ALA1476-R7,ALA4380,43679241.07,5959380.52,2b,2b,,A1,C,30,Balasit Sabangan,A,16.15773384,120.0296619,6,
1016,ALA1476-R8,ALA4381,43679387.07,5959321.841,2b,2b,,A1,C,30,Balasit Sabangan,A,16.15757896,120.0300631,6,
1017,ALA1476-R9,ALA4382,43679506.36,5959280.953,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15747104,120.0303909,6,
1018,ALA1476-R10,ALA4383,43679714.15,5959188.892,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15722805,120.0309619,6,
1019,ALA1476-R11,ALA4384,43679838.97,5959114.618,2b,2b,2b,A3,C,30,Balasit Sabangan,A,16.15703201,120.0313049,6,
1020,ALA1476-R12,ALA4385,43679964.88,5958887.298,2b,2b,2b,A2,C,30,Balasit Sabangan,A,16.15643201,120.0316509,6,
1021,ALA1476-R12-1,ALA4386,43680211.97,5958775.487,2b,2b,2b,A2,C,30,Balasit Sabangan,A,16.15613689,120.0323299,6,
1022,ALA1476-R13,ALA4387,43680360.84,5958663.327,2b,2b,2b,A1,S,30,Balasit Sabangan,A,16.15584085,120.032739,6,
1023,ALA1476-R14,ALA4388,43680431.08,5958583.512,2b,2b,2b,A2,C,30,Balasit Sabangan,A,16.15563018,120.032932,6,
1024,ALA1476-R15,ALA4389,43680513.28,5958347.07,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.1550061,120.0331579,6,
1025,ALA1476-R16,ALA4390,43680624.67,5958123.101,2b,2b,2b,A3,C,30,Balasit Sabangan,A,16.15441494,120.033464,6,
1026,ALA1476-R17,ALA4391,43680896.18,5958073.087,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15428293,120.0342101,6,
1027,ALA1476-R18,ALA4392,43681119.62,5958047.328,2b,2b,2b,A2,C,30,Balasit Sabangan,A,16.15421494,120.0348241,6,
1028,ALA1476-R19,ALA4393,43681343.38,5957801.413,2b,2b,2b,A2,C,30,Balasit Sabangan,A,16.15356585,120.035439,6,
1029,ALA1476-R20,ALA4394,43681390,5957641.552,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.1531439,120.0355671,6,
1030,ALA1476-R21,ALA4395,43681435.49,5957477.998,2b,2b,2b,A4/A5,C,30,Balasit Sabangan,A,16.1527122,120.0356921,6,
1031,ALA1476-R22,ALA4396,43681182.54,5957449.929,2b,2b,,A1-1,S,30,Balasit Sabangan,A,16.15263811,120.034997,6,
1032,ALA1476-R23,ALA4397,43681032.64,5957426.364,2b,2b,,A1,C,30,Balasit Sabangan,A,16.15257591,120.0345851,6,
1033,ALA1476-R24,ALA4398,43680720.31,5957378.317,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15244909,120.0337268,6,
1034,ALA1476-R25,ALA4399,43680506.73,5957343.431,2b,2b,2b,A4,C,30,Balasit Sabangan,A,16.15235701,120.0331399,6,
1035,ALA1476-R26,ALA4400,43680327.36,5957310.05,,2b,2b,J5,C,25,Balasit Sabangan,A,16.1522689,120.032647,6,
1036,ALA1476-R27,ALA4401,43680080.6,5957279.787,,2b,2b,J5,C,25,Balasit Sabangan,A,16.15218902,120.0319689,6,
1037,ALA1476-R28,ALA4402,43679844.83,5957246.406,,2b,2b,J6,C,25,Balasit Sabangan,A,16.15210091,120.031321,6,
1038,ALA1476-R29,ALA4403,43680545.34,5957023.251,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15151189,120.033246,6,
1039,ALA1476-R30,ALA4404,43680603.17,5956711.156,2b,2b,2b,A6,C,30,Balasit Sabangan,A,16.15068811,120.0334049,6,
1040,ALA1476-R31,ALA4405,43680633.77,5956511.795,2b,2b,2b,A1,C,30,Balasit Sabangan,A,16.15016189,120.033489,6,
1041,ALA1476-R32,ALA4406,43680646.87,5956309.892,2b,2b,2b,A4,C,30,Balasit Sabangan,A,16.14962896,120.033525,6,
1042,ALA1476-R33,ALA4407,43680834.61,5956184.457,2b,2b,,A1/A5-1,W,30,Balasit Sabangan,A,16.14929787,120.0340409,6,
1043,ALA1476-R34,ALA4413,43680828.82,5955892.809,2b,2b,,A2,C,30,Balasit Sabangan,A,16.14852805,120.034025,6,
1044,ALA1476-R35,ALA4414,43680869.22,5955648.75,2b,2b,,A1,C,30,Balasit Sabangan,A,16.14788384,120.034136,6,
1045,ALA1476-R36,ALA4415,43680899.06,5955444.656,2b,2b,,A1,C,30,Balasit Sabangan,A,16.14734512,120.034218,6,
1046,ALA1476-R37,ALA4416,43680852.11,5955250.958,2b,2b,,A5,C,30,Balasit Sabangan,A,16.14683384,120.034089,6,
1047,ALA1476-R38,ALA4408,43681069.69,5956052.666,2b,2b,,A1,C,30,Balasit Sabangan,A,16.14895,120.0346869,6,
1048,ALA1476-R39,ALA4409,43681297.57,5955907.592,2b,2b,,A1,S,30,Balasit Sabangan,A,16.14856707,120.0353131,6,
1049,ALA1476-R40,ALA4410,43681435.81,5955798.441,2b,2b,,A1,C,30,Balasit Sabangan,A,16.14827896,120.035693,6,
1050,ALA1476-R41,ALA4411,43681554.85,5955665.499,2b,2b,,A1,C,30,Balasit Sabangan,A,16.14792805,120.0360201,6,
1051,ALA1476-R42,ALA4412,43681735.71,5955595.04,2b,2b,,A5,C,30,Balasit Sabangan,A,16.14774207,120.0365171,6,
1052,ALA1476-R32-1,ALA4417,43680360.08,5956355.749,2b,2b,,A1,C,25,Balasit Sabangan,A,16.14975,120.0327369,6,
1053,ALA1476-R32-2,ALA4418,43680075.5,5956365.565,2b,2b,2b,A1,C,25,Balasit Sabangan,A,16.14977591,120.0319549,6,
1054,ALA1476-R32-4,ALA4419,43679846.28,5956363.371,,2b,2b,J6/J6,C,25,Balasit Sabangan,A,16.14977012,120.031325,6,
1055,ALA1476-R32-4-01,ALA4420,43679691.62,5956363.326,1/0b,1/0b,1/0i,A1,C,30,Balasit Sabangan,A,16.14977,120.0309,6,
1056,ALA1476-R32-4-02,ALA4421,43679491.48,5956351.96,1/0b,1/0b,1/0i,A1,C,30,Balasit Sabangan,A,16.14974,120.03035,6,
1057,ALA1476-R32-4-03,ALA4422,43679298.61,5956336.806,1/0b,1/0b,1/0i,A1,C,30,Balasit Sabangan,A,16.1497,120.02982,6,
1058,ALA1476-R32-4-04,ALA4423,43679109.38,5956317.863,1/0b,1/0b,1/0i,A1,C,30,Balasit Sabangan,A,16.14965,120.0293,6,
1059,ALA1476-R32-4-05,ALA4424,43678916.51,5956325.44,1/0b,1/0b,1/0i,A4,C,30,Balasit Sabangan,A,16.14967,120.02877,6,
1060,ALA1476-R32-4-06,ALA4425,43678883.76,5956492.136,1/0b,1/0b,1/0i,A2,C,30,Balasit Sabangan,A,16.15011,120.02868,6,
1061,ALA1476-R32-4-07,ALA4426,43678854.64,5956723.238,1/0b,1/0b,1/0i,A2,C,30,Balasit Sabangan,A,16.15072,120.0286,6,
1062,ALA1476-R32-4-08,ALA4427,43678730.92,5956844.472,1/0b,1/0b,1/0i,A2,C,30,Balasit Sabangan,A,16.15104,120.02826,6,
1063,ALA1476-R32-4-09,ALA4428,43678545.33,5956924.032,1/0b,1/0b,1/0i,A2,C,30,Balasit Sabangan,A,16.15125,120.02775,6,
1064,ALA1476-R32-4-10,ALA4429,43678359.74,5956905.089,1/0b,1/0b,1/0i,A6,C,30,Balasit Sabangan,A,16.1512,120.02724,6,
1065,ALA1476-R32-4-11,ALA4430,43678181.42,5956965.706,1/0b,1/0b,1/0i,A5,C,30,Balasit Sabangan,A,16.15136,120.02675,6,
1066,ALA1476-R21-1,ALA4433,43681662.93,5957456.744,1/0b,1/0b,,A2,S,30,Balasit Sabangan,A,16.1526561,120.0363171,6,
1067,ALA1476-R21-2,ALA4434,43681857.18,5957430.524,1/0b,1/0b,,A1,S,30,Balasit Sabangan,A,16.15258689,120.0368509,6,
1068,ALA1476-R21-3,ALA4435,43682143.64,5957390.444,1/0b,1/0b,,A1,S,30,Balasit Sabangan,A,16.1524811,120.0376381,6,
1069,ALA1476-R21-4,ALA4436,43682364.1,5957386.633,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.15247104,120.0382439,6,
1070,ALA1476-R21-5,ALA4437,43682599.18,5957351.403,1/0b,1/0b,1/0i,A6,S,30,Balasit Sabangan,A,16.15237805,120.0388899,6,
1071,ALA1476-R21-5A,ALA4438,43682810.64,5957383.966,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.152464,120.039471,6,
1072,ALA1476-R21-6,ALA4439,43682981.64,5957410.887,1/0b,1/0b,1/0i,A2,S,30,Balasit Sabangan,A,16.15253506,120.0399409,6,
1073,ALA1476-R21-7,ALA4440,43683095.21,5957411.581,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.15253689,120.040253,6,
1074,ALA1476-R21-8,ALA4441,43683352.17,5957411.581,1/0b,1/0b,1/0i,A3,S,30,Balasit Sabangan,A,16.15253689,120.0409591,6,
1075,ALA1476-R21-8A,ALA4442,43683401.62,5957259.321,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.152135,120.041095,6,
1076,ALA1476-R21-9,ALA4443,43683444.93,5957117.272,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.15176006,120.041214,6,
1077,ALA1476-R21-10,ALA4444,43683447.47,5956797.437,1/0b,1/0b,1/0i,A6,S,30,Balasit Sabangan,A,16.15091585,120.041221,6,
1078,ALA1476-R21-11,ALA4445,43683396.56,5956684.591,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.15061799,120.0410811,6,
1079,ALA1476-R21-12,ALA4446,43683262.97,5956434.524,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.14995793,120.040714,6,
1080,ALA1476-R21-13,ALA4447,43683141.83,5956208.712,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.14936189,120.0403811,6,
1081,ALA1476-R21-14,ALA4448,43683061.37,5956099.265,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.149073,120.04016,6,
1082,ALA1476-R21-15,ALA4449,43683000.6,5955969.318,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.14873,120.039993,6,
1083,ALA1476-R21-16,ALA4450,43682911.08,5955813.989,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.14832,120.039747,6,
1084,ALA1476-R21-17,ALA4451,43682835.75,5955636.687,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.147852,120.03954,6,
1085,ALA1476-R21-18,ALA4452,43682859.4,5955501.438,1/0b,1/0b,1/0i,A1,S,30,Balasit Sabangan,A,16.147495,120.039605,6,
1086,ALA1476-R21-19,ALA4453,43682794.99,5955379.069,1/0b,1/0b,1/0i,A5,S,30,Balasit Sabangan,A,16.147172,120.039428,6,
1087,ALA1476-R21-20,ALA4454,43682896.89,5955251.397,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.146835,120.039708,6,
1088,ALA1476-R21-21,ALA4455,43682961.3,5955058.942,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.146327,120.039885,6,
1089,ALA1476-R21-22,ALA4456,43683004.97,5954913.465,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.145943,120.040005,6,
1090,ALA1476-R21-23,ALA4457,43683047.54,5954792.234,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.145623,120.040122,6,
1091,ALA1476-R21-24,ALA4458,43683133.42,5954644.484,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.145233,120.040358,6,
1092,ALA1476-R21-25,ALA4459,43683178.91,5954510.752,,1/0b,1/0i,J5/15,S,25,Balasit Sabangan,A,16.14488,120.040483,6,
1093,ALA1476-R21-26,ALA4465,43683356.86,5954562.654,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.145017,120.040972,6,
1094,ALA1476-R21-27,ALA4466,43683475.49,5954617.586,,1/0b,1/0i,J6,S,25,Balasit Sabangan,A,16.145162,120.041298,6,
1095,ALA1476-R21-28,ALA4460,43683243.32,5954376.262,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.144525,120.04066,6,
1096,ALA1476-R21-29,ALA4461,43683293.18,5954250.486,,1/0b,1/0i,J10/J15,S,25,Balasit Sabangan,A,16.144193,120.040797,6,
1097,ALA1476-R21-30,ALA4467,43683147.98,5954208.434,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.144082,120.040398,6,
1098,ALA1476-R21-31,ALA4468,43682995.14,5954195.554,,1/0b,1/0i,J6,S,25,Balasit Sabangan,A,16.144048,120.039978,6,
1099,ALA1476-R21-32,ALA4462,43683369.6,5954074.324,,1/0b,1/0i,J10,S,25,Balasit Sabangan,A,16.143728,120.041007,6,
1100,ALA1476-R21-33,ALA4463,43683364.5,5953932.258,,1/0b,1/0i,J5,S,25,Balasit Sabangan,A,16.143353,120.040993,6,
1101,ALA1476-R21-34,ALA4464,43683359.77,5953790.193,,1/0b,1/0i,J6,S,25,Balasit Sabangan,A,16.142978,120.04098,6,
1102,ALA1476-R11-L1,ALA4469,43680086.02,5959154.354,,2b,2b,J5/J8,S,25,Balasit Sabangan,A,16.15713689,120.0319838,6,
1103,ALA1476-R11-L2,ALA4470,43680244.03,5959147.194,,2b,2b,J5/J8,S,25,Balasit Sabangan,A,16.15711799,120.032418,6,
1104,ALA1476-R11-L3,ALA4471,43680445.63,5959180.92,,2b,2b,J6,S,25,Balasit Sabangan,A,16.15720701,120.032972,6,
1105,ALA1476-R32-3,ALA4431,43680105.78,5956587.566,,2b,2b,J6,C,25,Balasit Sabangan,A,16.15036189,120.0320381,6,
1106,ALA1476-R32-5,ALA4432,43679790.24,5956545.983,,2b,2b,J6,C,25,Balasit Sabangan,A,16.15025213,120.031171,6,
1107,ALA1479-1,ALA1466A,43678162.5,5960119.77,,2b,2b,J6,C,25,Sabangan,A,16.15968503,120.026698,6,
1108,ALA1485-1,ALA4472,43680485.99,5962451.736,,1/0b,1/0i,J6/J6,S,30,Pandan,A,16.16583994,120.0330829,6,
1109,ALA1485-2,ALA4473,43680410.33,5962331.716,,1/0b,1/0i,J10,S,30,Pandan,A,16.16552317,120.032875,6,
1110,ALA1485-3,ALA4474,43680306.58,5962212.277,,1/0b,1/0i,J6/J6,S,30,Pandan,A,16.16520793,120.0325899,6,
1111,ALA1485-4,ALA4475,43680410.99,5962076.663,,1/0b,1/0i,J7,S,30,Pandan,A,16.16485,120.0328768,6,
1112,ALA1485-5,ALA4476,43680381.58,5961841.362,,1/0b,1/0i,J5/J8,S,30,Pandan,A,16.16422896,120.032796,6,
1113,ALA1485-6,ALA4477,43680361.17,5961639.449,,1/0b,1/0i,J6,S,30,Pandan,A,16.16369604,120.0327399,6,
1114,ALA1486-1,ALA1486A,43680743.74,5962593.124,2b,2b,2b,A1/A5,S,30,Pandan Bypass Rd,A,16.16621311,120.0337912,6,
1115,ALA1486-2,ALA4478,43680901.6,5962822.65,1/0b,1/0b,1/0i,A1,S,30,Pandan Bypass Rd,A,16.1668189,120.034225,6,
1116,ALA1486-3,ALA4479,43681055.17,5963049.982,1/0b,1/0b,1/0i,A1,S,30,Pandan Bypass Rd,A,16.1674189,120.034647,6,
1117,ALA1486-4,ALA4480,43681191.96,5963248.554,1/0b,1/0b,1/0i,A2,S,30,Pandan Bypass Rd,A,16.16794299,120.0350229,6,
1118,ALA1486-5,ALA4481,43681350.26,5963425.522,1/0b,1/0b,1/0i,A1,S,30,Pandan Bypass Rd,A,16.16841006,120.0354579,6,
1119,ALA1486-6,ALA4482,43681507.14,5963570.61,1/0b,1/0b,1/0i,A4,S,30,Pandan Bypass Rd,A,16.16879299,120.035889,6,
1120,ALA1486-13,ALA4483,43681464.89,5963790.321,1/0b,1/0b,1/0i,A1,S,30,Pandan,A,16.16937287,120.0357729,6,
1121,ALA1486-14,ALA4484,43681367.04,5963976.07,1/0b,1/0b,1/0i,A1,S,30,Pandan,A,16.16986311,120.035504,6,
1122,ALA1486-15,ALA4485,43681272.82,5964153.732,1/0b,1/0b,1/0i,A3,S,30,Pandan,A,16.17033201,120.0352451,6,
1123,ALA1486-16,ALA4486,43681075.91,5964204.906,1/0b,1/0b,1/0i,A3,S,30,Pandan,A,16.17046707,120.034704,6,
1124,ALA1486-17,ALA4487,43681007.1,5964364.435,1/0b,1/0b,1/0i,A5,S,30,Pandan,A,16.17088811,120.0345149,6,
1125,ALA1486-18,ALA4488,43680976.93,5964478.104,,1/0b,1/0i,J5/J8,S,30,Pandan,A,16.17118811,120.034432,6,
1126,ALA1486-19,ALA4489,43680854.66,5964806.982,,1/0b,1/0i,J5/J8,S,30,Pandan,A,16.1720561,120.034096,6,
1127,ALA1486-20,ALA4490,43680844.47,5965000.587,,1/0b,1/0i,J10,S,30,Pandan,A,16.17256707,120.034068,6,
1128,ALA1486-21,ALA4491,43680789.88,5965133.55,,1/0b,1/0i,J5/J8,S,30,Pandan,A,16.17291799,120.033918,6,
1129,ALA1486-22,ALA4492,43680689.16,5965309.715,,1/0b,1/0i,J6,S,30,Pandan,A,16.17338293,120.0336412,6,
1130,ALA1486-7,ALA4493,43681748.95,5964042.395,,1/0b,1/0i,J5/J8,S,30,Pandan Bypass Rd,A,16.16938,120.036491,6,
1131,ALA1486-8,ALA4494,43681793.06,5964238.142,,1/0b,1/0i,J5/J8,S,30,Pandan Bypass Rd,A,16.169889,120.037013,6,
1132,ALA1486-9,ALA4495,43681767.51,5964516.062,,1/0b,1/0i,J5/J8,S,30,Pandan Bypass Rd,A,16.17058,120.036865,6,
1133,ALA1486-11,ALA4496,43681756.45,5964797.047,,1/0b,1/0i,J10,S,30,Pandan Bypass Rd,A,16.17202988,120.0365741,6,
1134,ALA1486-12,ALA4497,43681871.04,5965014.565,,1/0b,1/0i,J6,s,30,Pandan Bypass Rd,A,16.17260396,120.036889,6,
1135,ALA1496-1,ALA4500,43683755.34,5963170.897,1/0b,1/0b,1/0i,A4,S,30,Telbang,A,16.16773803,120.042067,6,
1136,ALA1496-2,ALA4501,43683880.52,5963227.328,1/0b,1/0b,1/0i,A1,S,30,Telbang,A,16.16788697,120.042411,6,
1137,ALA1496-3,ALA4502,43684041.36,5963288.337,1/0b,1/0b,1/0i,A5,S,30,Telbang,A,16.16804799,120.042853,6,
1138,ALA1496-4,ALA4503,43684083.21,5963456.178,1/0b,1/0b,1/0i,J10,S,25,Telbang,A,16.16849097,120.042968,6,
1139,ALA1496-5,ALA4504,43684157.09,5963596.394,1/0b,1/0b,1/0i,J5,S,25,Telbang,A,16.16886104,120.043171,6,
1140,ALA1496-6,ALA4505,43684233.51,5963725.205,1/0b,1/0b,1/0i,J6,S,25,Telbang,A,16.16920101,120.043381,6,
1141,ALA1503-1,ALA1504,43686025.73,5963567.587,1/0b,1/0b,1/0i,J6,S,25,Telbang,A,16.16878501,120.048306,6,
1142,ALA1512,ALA1512,43688762.29,5964161.689,2b,2b,2b,A6,S,30,Telbang,A,16.17035301,120.055826,6,
1143,ALA1513,ALA1513,43688794.64,5964025.28,2b,2b,2b,A2,C,30,Telbang Highscool,A,16.16999299,120.0559149,6,
1144,ALA1514,ALA1514,43688825.28,5963826.013,2b,2b,2b,A2,C,30,Telbang Highscool,A,16.16946707,120.0559991,6,
1145,ALA1515,ALA1515,43688948.97,5963605.15,2b,2b,2b,A3,C,30,Telbang Highscool,A,16.16888415,120.056339,6,
1146,ALA1516,ALA1516,43689112.73,5963530.41,2b,2b,2b,A1,C,30,Telbang Highscool,A,16.16868689,120.056789,6,
1147,ALA1517,ALA1517,43689314,5963448.971,2b,2b,2b,A2,C,30,Telbang,A,16.16847195,120.0573421,6,
1148,ALA1518,ALA1518,43689428.92,5963328.143,2b,2b,2b,A1,C,30,Telbang,A,16.16815305,120.0576579,6,
1149,ALA1519,ALA1519,43689518.81,5963180.399,2b,2b,2b,A2,C,30,Telbang,A,16.16776311,120.0579049,6,
1150,ALA1520,ALA1520,43689556.29,5962948.793,2b,2b,2b,A2,C,30,Telbang,A,16.16715183,120.0580079,6,
1151,ALA1521,ALA1521,43689702.29,5962754.151,2b,2b,2b,A1,C,30,Telbang,A,16.16663811,120.0584091,6,
1152,ALA1522,ALA1522,43689812.15,5962586.657,2b,2b,2b,A2,C,30,Telbang,A,16.16619604,120.058711,6,
1153,ALA1523,ALA1523,43689923.54,5962312.659,2b,2b,2b,A1,C,30,Telbang,A,16.16547287,120.0590171,6,
1154,ALA1524,ALA1524,43690021.07,5962061.068,2b,2b,2b,A4/A5,C,30,Telbang,A,16.16480884,120.0592851,6,
1155,ALA1525,ALA1525,43690264.81,5962074.007,2b,2b,2b,A1,S,30,Telbang Farm,A,16.16484299,120.0599549,6,
1156,ALA1526,ALA1526,43690498.91,5962033.808,2b,2b,2b,A1,S,30,Telbang Farm,A,16.16473689,120.0605982,6,
1157,ALA1527,ALA1527,43690680.86,5961940.243,2b,2b,2b,A4,S,30,Telbang Farm,A,16.16448994,120.0610982,6,
1158,ALA1528,ALA1528A,43690867.14,5961837.551,2b,2b,2b,A2,S,30,Telbang Farm,A,16.1642189,120.0616101,6,VERIFY
