Count,Feeder,PoleId,Permanent Pole ID,Primary,Neutral,Secondary,Construction Primary,Type,Ht,X,Y,Lat,Lon,Location,Phasing,"Length, Primary",Old Id,Remarks
308,4,ALA0612,ALA0612,2b,2b,2b,A1,C,30,43647608.09,5961438.688,16.16316616,119.9427351,V.SISON ST,B,68,ALA0612,
309,4,ALA0613,ALA0613,2b,2b,2b,A2,S,30,43647354.45,5961444.348,16.1631811,119.9420381,V.SISON ST,B,77,ALA0613,
310,4,ALA0614,ALA0614,2b,2b,2b,A4,S,30,43647056.77,5961404.956,16.16307713,119.9412201,V.SISON ST,B,91,ALA0614,
316,4,ALA0620,ALA0620,2b,2b,2b,A1,S,30,43647037.49,5961665.205,16.16376402,119.9411671,San Roque,B,76,ALA0620,
317,4,ALA0621,ALA0621,2b,2b,2b,A1,S,30,43647018.16,5961859.499,16.16427683,119.941114,San Roque,B,57,ALA0621,
318,4,ALA0621-1,ALA0621A,2b,2b,2b,A2,S,30,43646965.03,5962039.12,16.16475091,119.940968,San Roque,B,55,ALA0621-1,
319,4,ALA0621-2,ALA0621B,2b,2b,2b,A5,W,30,43646979.23,5962337.377,16.16553811,119.941007,San Roque,B,87,ALA0621-2,
268,4,ALA0681,ALA0681,2b,2b,2b,A2,C,30,43649111.74,5961401.144,16.16306707,119.9468671,Purok 1 San Roque,B,85,ALA0681,
269,4,ALA0682,ALA0682,2b,2b,2b,A1,C,30,43649108.39,5961556.508,16.16347713,119.9468579,Purok 1 San Roque,B,45,ALA0682,
270,4,ALA0683,ALA0683,2b,2b,2b,A1,C,30,43649082.88,5961836.857,16.16421707,119.9467878,Purok 1 San Roque,B,82,ALA0683,
271,4,ALA0684,ALA0684,2b,2b,2b,A4,C,30,43649014.54,5962135.345,16.16500488,119.9466,Purok 1 San Roque,B,90,ALA0684,
272,4,ALA0684-1,ALA0684A,2b,2b,2b,A1,C,30,43648915.23,5962185.823,16.16513811,119.9463271,Purok 1 San Roque,B,33,ALA0684-1,
280,4,ALA0687,ALA0687,2b,2b,2b,A5,C,30,43648805.29,5962215.74,16.16521707,119.946025,Purok 1 San Roque,B,34,ALA0687,
286,4,ALA0608-01,ALA3228,2b,2b,2b,A2/A5-1,s,35,43648784.55,5961131.356,16.162355,119.945968,san roque zone5,B,25,,
287,4,ALA0608-03,ALA3229,2b,2b,2b,A1,s,35,43648722.69,5960997.976,16.16200296,119.945798,san roque zone5,B,44,,
288,4,ALA0608-04,ALA3230,2b,2b,2b,A1,s,35,43648659,5960694.507,16.16120199,119.945623,san roque zone5,B,92,,
289,4,ALA0608-05,ALA3231,2b,2b,2b,A1,s,35,43648557.48,5960400.117,16.16042498,119.945344,san roque zone5,B,88,,
290,4,ALA0608-06,ALA3232,2b,2b,2b,A5,c,35,43648549.47,5960278.142,16.16010304,119.945322,san roque zone 6,B,57,,
337,4,ALA0622,ALA0622,2b,2b,2b,A1,C,30,43650727.11,5961099.89,16.16227195,119.9513061,San Roque,B,73,ALA0622,
338,4,ALA0623,ALA0623,2b,2b,2b,A1,C,30,43650814.08,5960952.151,16.16188201,119.9515451,San Roque,B,50,ALA0623,
339,4,ALA0624,ALA0624,2b,2b,2b,A2,C,30,43650913.06,5960758.556,16.16137104,119.9518171,San Roque,B,64,ALA0624,
340,4,ALA0625,ALA0625,2b,2b,2b,A1,C,30,43651026.89,5960599.841,16.16095213,119.9521299,San Roque,B,58,ALA0625,
341,4,ALA0626,ALA0626,2b,2b,2b,A2,C,30,43651148.47,5960455.107,16.16057012,119.952464,San Roque,B,56,ALA0626,
342,4,ALA0627,ALA0627,2b,2b,2b,A1,C,30,43651333.66,5960247.075,16.16002104,119.9529729,San Roque,B,83,ALA0627,
343,4,ALA0628,ALA0628,2b,2b,2b,A1,C,30,43651481.77,5960091.714,16.15961098,119.9533799,San Roque,B,64,ALA0628,
344,4,ALA0629,ALA0629,2b,2b,2b,A1,C,30,43651528.79,5959962.458,16.15926982,119.9535091,San Roque,B,40,ALA0629,
345,4,ALA0630,ALA0630,2b,2b,2b,A2,C,30,43651594.25,5959843.943,16.15895701,119.953689,San Roque,B,40,ALA0630,
346,4,ALA0631,ALA0631,2b,2b,2b,A2,C,30,43651717.62,5959568.454,16.15822988,119.954028,San Roque,B,89,ALA0631,
347,4,ALA0632,ALA0632,2b,2b,2b,A6,C,30,43651823.48,5959441.162,16.1578939,119.9543189,San Roque,B,49,ALA0632,
348,4,ALA0633,ALA0633,2b,2b,2b,A2,C,30,43651964.71,5959327.156,16.15759299,119.954707,San Roque,B,54,ALA0633,
349,4,ALA0634,ALA0634,2b,2b,2b,A2,C,30,43652011.98,5959162.325,16.15715793,119.9548369,San Roque,B,50,ALA0634,
350,4,ALA0635,ALA0635,2b,2b,2b,A1,C,30,43652052.37,5958960.416,16.156625,119.9549479,San Roque,B,60,ALA0635,
351,4,ALA0636,ALA0636,2b,2b,2b,A3,C,30,43652083.3,5958757.006,16.15608811,119.9550329,San Roque,B,60,ALA0636,
352,4,ALA0637,ALA0637,2b,2b,2b,A2,C,30,43652165.18,5958549.785,16.15554116,119.9552579,San Roque,B,65,ALA0637,
357,4,ALA0642,ALA0642,2b,2b,2b,A1,C,30,43652228.21,5958335.287,16.154975,119.9554311,San Roque,B,65,ALA0642,
358,4,ALA0643,ALA0643,2b,2b,2b,A1,S,30,43652047.24,5958276.957,16.15482104,119.9549338,San Roque,B,57,ALA0643,
359,4,ALA0644,ALA0644,2b,2b,2b,A1,S,30,43651802.41,5958199.218,16.15461585,119.954261,San Roque,B,78,ALA0644,
360,4,ALA0645,ALA0645,2b,2b,2b,A2,S,30,43651594.58,5958142.506,16.15446616,119.9536899,San Roque,B,65,ALA0645,
361,4,ALA0646,ALA0646,2b,2b,2b,A1,S,30,43651422.53,5958049.984,16.15422195,119.9532171,San Roque,B,59,ALA0646,
362,4,ALA0647,ALA0647,2b,2b,2b,A1,S,30,43651156.48,5957893.935,16.15381006,119.952486,San Roque,B,93,ALA0647,
363,4,ALA0648,ALA0648,2b,2b,2b,A2,S,30,43650924.71,5957759.022,16.15345396,119.9518491,San Roque,B,81,ALA0648,
364,4,ALA0649,ALA0649,2b,2b,2b,A1,S,30,43650851.93,5957531.012,16.15285213,119.9516491,San Roque,B,70,ALA0649,
365,4,ALA0650,ALA0650,2b,2b,2b,A1,S,30,43650767.5,5957343.087,16.1523561,119.9514171,San Roque,B,60,ALA0650,
366,4,ALA0651,ALA0651,2b,2b,2b,A2,S,30,43650669.54,5957052.127,16.15158811,119.9511479,San Roque,B,90,ALA0651,
369,4,ALA0654,ALA0654,2b,2b,2b,A1,S,30,43650469.83,5956850.109,16.15105488,119.9505991,San Roque,B,85,ALA0654,
370,4,ALA0655,ALA0655,2b,2b,2b,A2,S,30,43650356.65,5956758.051,16.15081189,119.9502881,San Roque,B,43,ALA0655,
371,4,ALA0656,ALA0656,2b,2b,2b,A6,S,30,43650072.73,5956726.981,16.15072988,119.9495079,San Roque,B,87,ALA0656,
372,4,ALA0657,ALA0657,2b,2b,2b,A1,S,30,43649831.43,5956705.034,16.15067195,119.9488448,San Roque,B,74,ALA0657,
376,4,ALA0660-1,ALA0660A,1/0b,1/0b,1/0i,A1,S,30,43649606.21,5956693.714,16.15064207,119.9482259,San Roque,B,68,ALA0660-1,
377,4,ALA0660-2,ALA3263,1/0b,1/0b,1/0i,A1,S,30,43649354.02,5956661.837,16.15055793,119.9475329,San Roque,B,77,ALA0660-2,
378,4,ALA0660-3,ALA3264,1/0b,1/0b,1/0i,A1,S,30,43649148.78,5956644.394,16.15051189,119.9469689,San Roque,B,62,ALA0660-3,
379,4,ALA0660-4,ALA3265,1/0b,1/0b,1/0i,A1,S,30,43648919.89,5956593.688,16.15037805,119.9463399,San Roque,B,71,ALA0660-4,
380,4,ALA0660-5,ALA3266,1/0b,1/0b,1/0i,A5,S,30,43648808.61,5956619.098,16.15044512,119.9460341,San Roque,B,34,ALA0660-5,
385,4,ALA0666,ALA0666,2b,2b,2b,A1,C,30,43652266.71,5958118.941,16.15440396,119.9555369,San Roque,B,64,ALA0666,
386,4,ALA0667,ALA0667,2b,2b,2b,A5,C,30,43652327.85,5957931.821,16.15391006,119.9557049,San Roque,B,58,ALA0667,
392,4,ALA0673,ALA0673,2b,2b,2b,A1,W,30,43649574.91,5961013.95,16.16204512,119.9481399,San Roque,B,35,ALA0673,
393,4,ALA0674,ALA0674,2b,2b,2b,A2,S,30,43649524.33,5960790.435,16.16145518,119.9480009,San Roque,B,67,ALA0674,
394,4,ALA0675,ALA0675,2b,2b,2b,A2,S,30,43649475.97,5960547.17,16.16081311,119.947868,San Roque,B,72,ALA0675,
395,4,ALA0676,ALA0676,2b,2b,2b,A3,S,30,43649508.36,5960241.759,16.16000701,119.947957,San Roque,B,90,ALA0676,
396,4,ALA0677,ALA0677,2b,2b,2b,A3,S,30,43649223.78,5959829.159,16.15891799,119.947175,San Roque,B,149,ALA0677,
397,4,ALA0678,ALA0678,2b,2b,2b,A1,W,30,43649163.41,5959416.558,16.15782896,119.9470091,San Roque,B,122,ALA0678,
398,4,ALA0679,ALA0679,2b,2b,2b,A4,W,30,43649213.59,5959134.717,16.15708506,119.947147,San Roque,B,84,ALA0679,
399,4,ALA0680,ALA0680,2b,2b,2b,A5,S,30,43649435.58,5958963.42,16.15663293,119.947757,San Roque,B,84,ALA0680,
273,4,ALA0685,ALA0685,,2b,2b,J5,c,25,43649213.16,5962107.713,16.16493195,119.9471458,Purok 1 San Roque,B,70,ALA0685,
274,4,ALA0686,ALA0686,,2b,2b,J6/j6/j15,s,25,43649351.8,5962086.942,16.16487713,119.9475268,Purok 1 San Roque,B,39,ALA0686,
275,4,ALA0685-1,ALA3223,,1/0b,1/0b,J5,s,25,43649431.25,5962192.984,16.16515701,119.9477451,Purok 1 San Roque,B,39,ALA0685-1,
276,4,ALA0685-2,ALA3224,,1/0b,1/0b,j10,s,25,43649501.15,5962325.942,16.16550793,119.9479372,Purok 1 San Roque,B,44,ALA0685-2,
277,4,ALA0685-3,ALA3225,,1/0b,1/0b,J5,s,25,43649531.32,5962466.175,16.16587805,119.9480201,Purok 1 San Roque,B,42,ALA0685-3,
278,4,ALA0685-4,ALA3226,,1/0b,1/0b,J5,s,25,43649544.75,5962565.053,16.16613902,119.948057,Purok 1 San Roque,B,29,ALA0685-4,
279,4,ALA0685-5,ALA3227,,1/0b,1/0b,j6,s,25,43649586.6,5962673.406,16.166425,119.948172,Purok 1 San Roque,B,34,ALA0685-5,
281,4,ALA0688,ALA0688,,2b,2b,J5,c,25,43648876.62,5962408.994,16.16572713,119.946221,Purok 1 San Roque,B,60,ALA0688,
282,4,ALA0689,ALA0689,,2b,2b,j6,c,25,43648980.7,5962670.057,16.16641616,119.946507,Purok 1 San Roque,B,83,ALA0689,
283,4,ALA0690,ALA0690,,2b,2b,j6,c,25,43648628,5962285.394,16.16540091,119.9455378,Purok 1 San Roque,B,57,ALA0690,
291,4,ALA0608-07,ALA3233,,2b,2b,J5,s,35,43648540.37,5960057.24,16.15951999,119.945297,san roque zone 6,B,79,,
292,4,ALA0608-08,ALA3234,,2b,2b,J5/j6,s,35,43648429.38,5959827.257,16.15891297,119.944992,san roque zone 6,B,87,,
293,4,ALA0608-09,ALA3235,,2b,2b,J6,s,25,43648288.19,5959562.442,16.15821401,119.944604,san roque zone 6,B,102,,
294,4,ALA0608-08-1,ALA3236,,2b,2b,J5,s,25,43648100.05,5959839.772,16.158946,119.944087,san roque zone 6,B,135,,
295,4,ALA0608-08-2,ALA3237,,2b,2b,J5,s,25,43647875.52,5959837.866,16.15894097,119.94347,san roque zone 6,B,124,,
296,4,ALA0608-08-3,ALA3238,,2b,2b,j8/j6,s,25,43647399.9,5959828.023,16.15891499,119.942163,san roque zone 6,B,125,,
297,4,ALA0608-08-3-1,ALA3239,,2b,2b,j10,s,25,43647288.18,5960035.645,16.15946299,119.941856,san roque zone 6,B,43,,
298,4,ALA0608-08-3-2,ALA3240,,2b,2b,J5,s,25,43647352.23,5960174.71,16.15983004,119.942032,san roque zone 6,B,48,,
299,4,ALA0608-08-3-3,ALA3241,,2b,2b,J5,s,25,43647380.25,5960314.503,16.16019901,119.942109,san roque zone 6,B,56,,
300,4,ALA0608-08-3-4,ALA3242,,2b,2b,J5,s,25,43647422.82,5960483.864,16.16064602,119.942226,san roque zone 6,B,51,,
301,4,ALA0608-08-4,ALA3243,,2b,2b,J5,s,25,43647137.89,5959818.937,16.15889101,119.941443,san roque zone 6,B,100,,
302,4,ALA0608-08-5,ALA3244,,2b,2b,j6/j6,w,25,43646788.18,5959802.646,16.15884801,119.940482,san roque zone 6,B,105,,
303,4,ALA0608-08-6,ALA3245,,2b,2b,j10,s,25,43646526.38,5959853.339,16.15898181,119.9397626,san roque zone 6,B,45,,
304,4,ALA0608-08-7,ALA3246,,2b,2b,j6,s,25,43646314.37,5959642.751,16.15842598,119.93918,san roque zone 6,B,135,,
311,4,ALA0615,ALA0615,,2b,2b,J5,s,25,43646775.77,5961275.008,16.16273415,119.9404479,San Roque,B,94,ALA0615,
312,4,ALA0616,ALA0616,,2b,2b,J5,s,25,43646534.1,5961200.733,16.16253811,119.9397838,San Roque,B,77,ALA0616,
313,4,ALA0617,ALA0617,,2b,2b,J5,s,25,43646255.09,5961135.467,16.16236585,119.9390171,San Roque,B,87,ALA0617,
314,4,ALA0618,ALA0618,,2b,2b,J6,s,25,43645882.75,5961000.666,16.16201006,119.9379939,San Roque,B,120,ALA0618,
315,4,ALA0619,ALA0619,,2b,2b,j6,s,25,43647099.6,5961106.358,16.16228902,119.9413378,San Roque,B,88,ALA0619,
320,4,ALA0621-3,ALA0621C,,2b,2b,J5,c,25,43646867.18,5962537.792,16.16606707,119.9406991,San Roque,B,68,ALA0621-3,
321,4,ALA0621-4,ALA0621D,,2b,2b,J6/j6,c,25,43646751.46,5962717.763,16.16654207,119.9403811,San Roque,B,63,ALA0621-4,
322,4,ALA0621-4-01,ALA3248,,2b,2i,J5,C,25,43646996.33,5962972.727,16.167215,119.941054,San Roque,B,105,,
323,4,ALA0621-4-02,ALA3249,,2b,2i,J5,C,25,43647260.89,5963099.283,16.16754902,119.941781,San Roque,B,89,,
324,4,ALA0621-4-03,ALA3250,,2b,2i,J10,C,25,43647463.22,5963204.974,16.16782797,119.942337,San Roque,B,69,,
325,4,ALA0621-4-04,ALA3251,,2b,2i,J10,C,25,43647537.45,5963409.21,16.16836701,119.942541,San Roque,B,64,,
326,4,ALA0621-4-05,ALA3252,,2b,2i,J6/J15,C,25,43647651.72,5963586.133,16.16883396,119.942855,San Roque,B,62,,
327,4,ALA0621-4-06,ALA3253,,2b,2i,J5,S,25,43647741.6,5963760.806,16.16929497,119.943102,San Roque,B,58,,
328,4,ALA0621-4-07,ALA3254,,2b,2i,J10,S,25,43647847.5,5963928.678,16.16973803,119.943393,San Roque,B,59,,
329,4,ALA0621-4-08,ALA3255,,2b,2i,J10,S,25,43647952.3,5964092.363,16.17017004,119.943681,San Roque,B,57,,
330,4,ALA0621-4-09,ALA3256,,2b,2i,J6,S,25,43647973.05,5964282.564,16.17067203,119.943738,San Roque,B,56,,
331,4,ALA0621-5,ALA3257,,2b,2i,J5,c,25,43646536.79,5962718.918,16.16654512,119.9397912,San Roque,B,65,ALA0621-14,
332,4,ALA0621-6,ALA3258,,2b,2i,J5,c,25,43646346.4,5962707.946,16.16651616,119.939268,San Roque,B,58,ALA0621-15,
333,4,ALA0621-7,ALA3259,,2b,2i,J5,c,25,43646153.89,5962710.139,16.16652195,119.938739,San Roque,B,58,ALA0621-16,
334,4,ALA0621-8,ALA3260,,2b,2i,j10,c,25,43646035.95,5962707.135,16.16651402,119.9384149,San Roque,B,36,ALA0621-17,
335,4,ALA0621-9,ALA3261,,2b,2i,J5,c,25,43645784.57,5962781.76,16.16671098,119.9377241,San Roque,B,79,ALA0621-18,
336,4,ALA0621-10,ALA3262,,2b,2i,j6,c,25,43645619.35,5962828.773,16.16683506,119.9372701,San Roque,B,52,ALA0621-19,
353,4,ALA0638,ALA0638,,2b,2b,j10,s,25,43652334.4,5958637.686,16.15577317,119.9557229,San Roque,B,57,ALA0638,
354,4,ALA0639,ALA0639,,2b,2b,J5,s,25,43652450.55,5958789.581,16.15617409,119.9560421,San Roque,B,57,ALA0639,
355,4,ALA0640,ALA0640,,2b,2b,J5,c,25,43652562.6,5959005.925,16.15674512,119.95635,San Roque,B,72,ALA0640,
356,4,ALA0641,ALA0641,,2b,2b,J6,s,25,43652713.26,5959204.024,16.15726799,119.956764,San Roque,B,74,ALA0641,
367,4,ALA0652,ALA0652,,2b,2b,j8,s,25,43650979.29,5956921.721,16.1512439,119.9519991,San Roque,B,102,ALA0652,
368,4,ALA0653,ALA0653,,2b,2b,J6,s,25,43651255.09,5956800.096,16.15092287,119.952757,San Roque,B,91,ALA0653,
373,4,ALA0658,ALA0658,,2b,2b,j8,s,25,43649825.32,5956948.635,16.15131494,119.948828,San Roque,B,71,ALA0658,
374,4,ALA0659,ALA0659,,2b,2b,j10,s,25,43649800.61,5957218.802,16.15202805,119.9487601,San Roque,B,79,ALA0659,
375,4,ALA0660,ALA0660,,2b,2b,j6,s,25,43649814.36,5957426.019,16.152575,119.9487979,San Roque,B,61,ALA0660,
381,4,ALA0660-6,ALA3267,,1/0b,1/0i,j10,s,25,43648673.16,5956564.119,16.1503,119.9456619,San Roque,B,44,ALA0660-6,
382,4,ALA0660-7,ALA3268,,1/0b,1/0i,j8,s,25,43648515.95,5956624.758,16.15046006,119.9452299,San Roque,B,51,ALA0660-7,
383,4,ALA0660-8,ALA3269,,1/0b,1/0i,j10,s,25,43648366.83,5956722.128,16.15071707,119.9448201,San Roque,B,53,ALA0660-8,
384,4,ALA0660-9,ALA3270,,1/0b,1/0i,J6/j6,s,25,43648188.11,5956708.5,16.1506811,119.944329,San Roque,B,54,ALA0660-9,
387,4,ALA0668,ALA0668,,2b,2b,j8,c,25,43652203.46,5957784.087,16.15352012,119.9553631,San Roque,B,57,ALA0668,
388,4,ALA0669,ALA0669,,2b,2b,j6/j6,c,25,43652053.9,5957633.585,16.15312287,119.9549521,San Roque,B,63,ALA0669,
389,4,ALA0670,ALA0670,,2b,2b,j8,c,25,43652246.73,5957489.664,16.15274299,119.955482,San Roque,B,72,ALA0670,
390,4,ALA0671,ALA0671,,2b,2b,j8,c,25,43652481.05,5957350.247,16.152375,119.9561259,San Roque,B,82,ALA0671,
391,4,ALA0672,ALA0672,,2b,2b,j6,c,25,43652686.65,5957225.962,16.15204695,119.9566909,San Roque,B,72,ALA0672,
754,4,ALA0126-L1,ALA3271,1/0b,1/0b,1/0i,A2,s,30,43649630.26,5964783.843,16.17199503,119.948292,san antonio zone 3,B,38,,
755,4,ALA0126-L2,ALA3272,1/0b,1/0b,1/0i,A2,s,30,43649751.08,5964840.279,16.17214398,119.948624,san antonio zone 3,B,54,,
756,4,ALA0126-L3,ALA3273,1/0b,1/0b,1/0i,A2,s,30,43649962.14,5964860.38,16.17219703,119.949204,san antonio zone 3,B,53,,
757,4,ALA0126-L4,ALA3274,1/0b,1/0b,1/0i,A5,s,30,43650087.69,5964864.54,16.17220801,119.949549,san antonio zone 3,B,45,ala0126-L1,
758,4,ALA0126-L5,ALA3275,,1/0b,1/0i,J5/J8,s,25,43650280.92,5964878.548,16.17224498,119.95008,san antonio zone 3,B,52,,
759,4,ALA0126-L6,ALA3276,,1/0b,1/0i,J7,s,25,43650514.55,5964881.215,16.17225202,119.950722,san antonio zone 3,B,67,,
760,4,ALA0126-L7,ALA3277,,1/0b,1/0i,j10,s,25,43650679.4,5964988.815,16.172536,119.951175,san antonio zone 3,B,58,,
761,4,ALA0126-L8,ALA3278,,1/0b,1/0i,j6,s,25,43650822.78,5965084.312,16.17278804,119.951569,san antonio zone 3,B,56,,
414,4,ALA0126-01,ALA3279,1/0b,1/0b,1/0i,C2,s,35,43649361.7,5964705.017,16.17178699,119.947554,san antonio zone 2,BC,47,,
415,4,ALA0126-02,ALA3280,1/0b,1/0b,1/0i,C1,S,35,43649185.21,5964681.514,16.17172496,119.947069,san antonio zone 2,BC,52,,
416,4,ALA0126-03,ALA3281,1/0b,1/0b,1/0i,C1,s,35,43649004.71,5964646.675,16.17163301,119.946573,san antonio zone 2,BC,54,,
417,4,ALA0126-04,ALA3282,1/0b,1/0b,1/0i,C2,s,35,43648801.29,5964615.965,16.17155196,119.946014,san antonio zone 2,BC,52,,
418,4,ALA0126-10-1,ALA3290,,1/0b,1/0i,j10,s,30,43648743.07,5964467.843,16.17116103,119.945854,san antonio zone 2,,45,,
419,4,ALA0126-10-2,ALA3291,,1/0b,1/0i,j6,s,30,43648734.33,5964344.684,16.17083598,119.94583,san antonio zone 2,,42,,
420,4,ALA0126-05,ALA3283,1/0b,1/0b,1/0i,C2,S,35,43648614.61,5964593.258,16.17149203,119.945501,san antonio zone 2,BC,54,,
421,4,ALA0126-06,ALA3284,1/0b,1/0b,1/0i,C2,s,35,43648446.12,5964677.354,16.17171398,119.945038,san antonio zone 2,BC,52,,
422,4,ALA0126-07,ALA3285,1/0b,1/0b,1/0i,C8,s,35,43648304.93,5964784.953,16.17199796,119.94465,san antonio zone 2,BC,54,,
423,4,ALA0126-08,ALA3286,1/0b,1/0b,2b,C2,s,35,43648206.31,5964922.5,16.17236098,119.944379,san antonio zone 2,BC,53,,
424,4,ALA0126-09,ALA3287,1/0b,1/0b,2b,C2,c,35,43648132.44,5965088.093,16.17279802,119.944176,san antonio zone 2,BC,54,,
425,4,ALA0126-10,ALA3288,1/0b,1/0b,2b,C7/B7,c,35,43648076.4,5965202.9,16.17310102,119.944022,san antonio zone 2,BC,40,,
426,4,ALA0692-1,ALA3289,2b,2b,2b,B1,S,30,43648039.64,5965169.936,16.17301402,119.943921,Landoc,CB,27,ALA0692-1,
427,4,ALA0693,ALA0693,2b,2b,2b,B1,W,30,43647862.46,5965042.175,16.17267683,119.9434341,Landoc,CB,65.9,ALA0693,
428,4,ALA0694,ALA0694,2b,2b,2b,B1,W,30,43647613.18,5964829.276,16.17211494,119.9427491,Landoc,CB,98.6,ALA0694,
429,4,ALA0695,ALA0695,2b,2b,2b,B2,W,30,43647410.16,5964695.507,16.17176189,119.9421912,Landoc,CB,73.5,ALA0695,
430,4,ALA0696,ALA0696,2b,2b,2b,B14,W,30,43647203.46,5964653.112,16.17165,119.9416232,Landoc,CB,64.4,ALA0696,
431,4,ALA0697,ALA0697,2b,2b,2b,B1,W,30,43647019.95,5964640.173,16.17161585,119.9411189,Landoc,CB,56.3,ALA0697,
432,4,ALA0698,ALA0698,2b,2b,2b,B1,W,30,43646835.45,5964604.594,16.17152195,119.9406119,Landoc,CB,57.4,ALA0698,
433,4,ALA0699,ALA0699,2b,2b,2b,B2,W,30,43646614.23,5964583.801,16.17146707,119.940004,Landoc,CB,67.9,ALA0699,
434,4,ALA0700,ALA0700,2b,2b,2b,B1,S,30,43646462.88,5964545.104,16.17136494,119.9395881,Landoc,CB,47.7,ALA0700,
435,4,ALA0701,ALA0701,2b,2b,2b,B2,S,30,43646245.67,5964497.049,16.17123811,119.9389912,Landoc,CB,67.9,ALA0701,
436,4,ALA0701-1,ALA3292,,1/0b,1/0i,j7,S,25,43646170.63,5964475.781,16.17118198,119.938785,centro landoc,B,95,,
437,4,ALA0701-2,ALA3293,,1/0b,1/0i,j7,S,25,43645942.46,5964620.921,16.17156504,119.938158,centro landoc,B,87,,
438,4,ALA0701-3,ALA3294,,1/0b,1/0i,j6/j6,S,25,43645993.05,5964775.109,16.17197198,119.938297,centro landoc,B,88,,
439,4,ALA0701-4,ALA3295,,1/0b,1/0i,j10,S,25,43645848.94,5964910.019,16.17232804,119.937901,centro landoc,B,89,,
440,4,ALA0701-5,ALA3296,,1/0b,1/0i,J10,S,25,43645679.73,5964915.672,16.17234296,119.937436,centro landoc,B,75,,
441,4,ALA0701-6,ALA3297,,1/0b,1/0i,j6,S,25,43645511.97,5964952.069,16.17243902,119.936975,centro landoc,B,75,,
442,4,ALA0702,ALA0702,2b,2b,2b,B1,W,30,43645912.91,5964273.872,16.17064909,119.9380768,Landoc,CB,121.1,ALA0702,
443,4,ALA0703,ALA0703,2b,2b,2b,B1,C,30,43645761.28,5964210.915,16.17048293,119.9376601,Landoc,CB,49.9,ALA0703,
444,4,ALA0704,ALA0704,2b,2b,2b,B3,S,30,43645648.76,5964109.027,16.17021402,119.9373509,Landoc,CB,45.6,ALA0704,
445,4,ALA0705,ALA0705,2b,2b,2b,B1,S,30,43645469.02,5964195.433,16.17044207,119.936857,Landoc,CB,6.6,ALA0705,
446,4,ALA0706,ALA0706,2b,2b,2b,B2,W,30,43645315.02,5964291.313,16.17069512,119.9364338,Landoc,CB,54.9,ALA0706,
447,4,ALA0707,ALA0707,2b,2b,2b,B2,W,30,43645154.61,5964325.046,16.17078415,119.935993,Landoc,CB,5.1,ALA0707,
448,4,ALA0708,ALA0708,2b,2b,2b,B1,W,30,43644945.04,5964372.752,16.17091006,119.9354171,Landoc,CB,65.6,ALA0708,
449,4,ALA0709,ALA0709,2b,2b,2b,B1,W,30,43644750.64,5964425.775,16.17105,119.9348829,Landoc,CB,61.5,ALA0709,
450,4,ALA0709-1,ALA3298,1/0b,1/0b,1/0i,A4,S,30,43644788.93,5964478.449,16.17118902,119.9349881,Zone 3 Landoc,B,19.4,ALA0709-1,
451,4,ALA0709-2,ALA3299,1/0b,1/0b,1/0i,A2,S,30,43644827.43,5964600.783,16.17151189,119.9350939,Zone 3 Landoc,B,37.8,ALA0709-2,
452,4,ALA0709-3,ALA3300,1/0b,1/0b,1/0i,A3,S,30,43644863.49,5964749.336,16.17190396,119.935193,Zone 3 Landoc,B,45,ALA0709-3,
453,4,ALA0709-4,ALA3301,1/0b,1/0b,1/0i,A3,S,30,43644787.47,5964875.945,16.17223811,119.9349841,Zone 3 Landoc,B,43.9,ALA0709-4,
454,4,ALA0709-5,ALA3302,1/0b,1/0b,1/0i,A1,S,30,43644800.13,5965031.202,16.17264787,119.9350189,Zone 3 Landoc,B,45.8,ALA0709-5,
455,4,ALA0709-6,ALA3303,1/0b,1/0b,1/0i,A2,S,30,43644859.16,5965294.927,16.1733439,119.9351811,Zone 3 Landoc,B,79.6,ALA0709-6,
456,4,ALA0709-7,ALA3304,1/0b,1/0b,1/0i,A5,S,30,43644924.95,5965494.66,16.17387104,119.9353619,Zone 3 Landoc,B,62,ALA0709-7,
457,4,ALA0709-8,ALA3305,,1/0b,1/0i,j5,s,25,43645117.49,5965693.579,16.17439603,119.935891,Zone 3 Landoc,B,65,,
458,4,ALA0709-9,ALA3306,,1/0b,1/0i,j10,s,25,43645194.28,5965906.905,16.17495904,119.936102,Zone 3 Landoc,B,59,,
459,4,ALA0709-10,ALA3307,,1/0b,1/0i,j7,s,25,43645362.4,5966117.563,16.17551501,119.936564,Zone 3 Landoc,B,85,,
460,4,ALA0709-11,ALA3308,,1/0b,1/0i,j6,s,25,43645593.84,5966280.871,16.17594601,119.9372,Zone 3 Landoc,B,94,,
461,4,ALA0710,ALA0710,2b,2b,2b,B1,W,30,43644566.47,5964472.792,16.17117409,119.9343768,Landoc,CB,58,ALA0710,
462,4,ALA0711,ALA0711,2b,2b,2b,B2,W,30,43644350.02,5964528.47,16.17132104,119.933782,Landoc,CB,68.2,ALA0711,
463,4,ALA0712,ALA0712,2b,2b,2b,B1,W,30,43644130.59,5964431.78,16.17106585,119.933179,Landoc,CB,72.9,ALA0712,
464,4,ALA0713,ALA0713,2b,2b,2b,B8,W,30,43643815.81,5964256.079,16.17060213,119.932314,Landoc,CB,19.3,ALA0713,
465,4,ALA0714,ALA0714,2b,2b,2b,B1,W,30,43643585.82,5964161.356,16.17035213,119.931682,Landoc,CB,75.7,ALA0714,
