Count,Feeder,PoleId,Permanent Pole ID,Primary,Neutral,Secondary,Construction Primary,Type,Ht,X,Y,Lat,Lon,Location,Phasing,"Length, Primary",Old Id,Remarks
1,4,ALA0001,ALA0001,,,,C4,W,45,43661369.4,5954919.928,16.14596006,119.9805509,Palamis,BAC,17.1,ALA0001,
2,4,ALA0002,ALA0002,,,,DC-C1,W,35,43661158.04,5954932.404,16.14599299,119.9799701,Palamis,ABC,64.8,ALA0002,
3,4,ALA0003,ALA0003,,,,DC-C1,W,35,43660962.88,5954954.002,16.14605,119.9794338,Palamis,ABC,6,ALA0003,
4,4,ALA0004,ALA0004,,,,DC-C1,W,35,43660758.77,5954979.411,16.14611707,119.9788729,Palamis,ABC,62.9,ALA0004,
5,4,ALA0005,ALA0005,,,,DC-C1,W,35,43660553.16,5955003.668,16.1461811,119.9783079,Palamis,ABC,63.3,ALA0005,
6,4,ALA0006,ALA0006,,,,DC-C1,W,35,43660349.48,5955031.271,16.14625396,119.9777482,Palamis,ABC,62.8,ALA0006,
7,4,ALA0007,ALA0007,,,,DC-C1,W,35,43660148.54,5955057.378,16.14632287,119.977196,Palamis,ABC,61.9,ALA0007,
8,4,ALA0008,ALA0008,,,,DC-C1,W,35,43659966.59,5955080.593,16.14638415,119.976696,Palamis,ABC,56.1,ALA0008,
9,4,ALA0009,ALA0009,,,,C4,W,45,43659837,5955122.172,16.1464939,119.9763399,Palamis,BAC,41.5,ALA0009,
10,4,ALA0010,ALA0010,,,,C1X,C,35,43659949.52,5955373.39,16.14715701,119.9766491,Palamis,ABC,81.4,ALA0010,
11,4,ALA0011,ALA0011,,,,C1X,C,35,43660006.98,5955503.332,16.1475,119.976807,Palamis,ABC,42,ALA0011,
12,4,ALA0011-1,ALA0011A,,,,C1X,,35,43660035.4,5955579.909,16.14770213,119.9768851,Palamis,ABC,24.1,ALA0011-1,
13,4,ALA0012,ALA0012,,,,C1X,W,35,43660112.84,5955745.773,16.14813994,119.9770979,Palamis,ABC,54.2,ALA0012,
14,4,ALA0012-1,ALA0012A,,,,C1,S,35,43660155.09,5955848.802,16.14841189,119.977214,Palamis,ABC,32.9,ALA0012-1,
18,4,ALA0013,ALA0013,,,,C1X,W,35,43660172.85,5955892.809,16.14852805,119.9772628,Palamis,ABC,54,ALA0013,
19,4,ALA0013-1,ALA0013A,,,,J5/J15,S,25,43660194.39,5955946.208,16.148669,119.977322,Palamis,B,18.1,ALA0013-1,
27,4,ALA0014,ALA0014,,,,C8,W,35,43660231.11,5956030.719,16.14889207,119.9774229,Palamis,ABC,27.7,ALA0014,
28,4,ALA0015,ALA0015,,,,C1-A5-1,C,35,43660292.35,5956175.448,16.14927409,119.9775912,Palamis,ABC,46.5,ALA0015,
34,4,ALA0016,ALA0016,,,,C1,W,35,43660339.26,5956275.818,16.14953902,119.9777201,Palamis,ABC,32.8,ALA0016,
35,4,ALA0017,ALA0017,,,,C1,S,35,43660402.51,5956436.831,16.14996402,119.9778939,Palamis,ABC,51.1,ALA0017,
36,4,ALA0018,ALA0018,,,,C1-A5-1,W,35,43660471.61,5956577.401,16.15033506,119.9780838,Palamis,ABC,46.4,ALA0018,
53,4,ALA0019,ALA0019,,,,C1,W,35,43660532.86,5956708.845,16.15068201,119.9782521,Palamis,ABC,42.9,ALA0019,
54,4,ALA0019-1,ALA0019A,,,,C1,C,35,43660540.1,5956720.972,16.15071402,119.978272,Palamis,ABC,4.2,ALA0019-1,
55,4,ALA0020,ALA0020,,,,C1-X,C,35,43660580.13,5956814.535,16.15096098,119.978382,Palamis,ABC,3.1,ALA0020,
56,4,ALA0021,ALA0021,,,,C1,W,35,43660645.59,5956983.865,16.15140793,119.9785619,Palamis,ABC,53.6,ALA0021,
57,4,ALA0021-1,ALA0021A,,,,C1-C7,C,35,43660686.75,5957089.971,16.151688,119.978675,Palamis,ABC,33.5,ALA0021-1,
58,4,ALA0022,ALA0022,,,,C15,W,35,43660737.33,5957236.245,16.15207409,119.978814,Palamis,ABC,46.7,ALA0022,
59,4,ALA0022-1,ALA0022A,,,,C14X,S,35,43660786.72,5957348.826,16.15237125,119.9789497,Palamis,ABC,6,ALA0022-1,
62,4,ALA0023,ALA0023,,,,C14X,S,35,43660796.76,5957367.981,16.15242181,119.9789773,Palamis,ABC,34.2,ALA0023,
63,4,ALA0024,ALA0024,,,,C1,W,35,43660808.33,5957393.445,16.15248902,119.9790091,Palamis,ABC,17.4,ALA0024,
64,4,ALA0025,ALA0025,,,,C1,W,35,43660865.39,5957547.648,16.15289604,119.9791659,Palamis,ABC,48.6,ALA0025,
65,4,ALA0026,ALA0026,,,,C1,W,35,43660897.78,5957642.363,16.15314604,119.9792549,Palamis,ABC,29.5,ALA0026,
66,4,ALA0026-1,ALA3064,,,,A5,C,30,43660929.11,5957593.467,16.15301698,119.979341,Palamis,C,17,ALA0026-1,
67,4,ALA0027,ALA0027,,,,C1,W,35,43660900.76,5957648.368,16.15316189,119.9792631,Palamis,ABC,2,ALA0027,
68,4,ALA0028,ALA0028,,,,C1,C,35,43660936.39,5957741.61,16.153408,119.979361,Palamis,ABC,29.5,ALA0028,
69,4,ALA0029,ALA0029,,,,C1,W,35,43660965.86,5957821.549,16.153619,119.979442,Palamis,ABC,26,ALA0029,
70,4,ALA0029A,ALA0029A,,,,C15X,C,35,43661003.71,5957920.811,16.153881,119.979546,Palamis,ABC,,,
71,4,ALA0030,ALA0030,,,,C2,W,35,43661005.17,5957935.966,16.153921,119.97955,Palamis,ABC,35.2,ALA0030,
72,4,ALA0031,ALA0031,,,,C1X,C,35,43661082.68,5958094.33,16.154339,119.979763,Palamis,ABC,49.6,ALA0031,SAME AS CSI/NEPO22-2
73,4,ALA0031A,ALA0031A,,,,C15X,C,35,43661105.24,5958144.719,16.154472,119.979825,Palamis,ABC,,,
74,4,ALA0032,ALA0032,,,,C1,W,35,43661128.89,5958178.059,16.15456,119.97989,Pob. Alaminos ,ABC,33.4,ALA0032,
75,4,ALA0032-1,ALA0032A,,,,C1,C,35,43661140.17,5958197.76,16.154612,119.979921,Pob. Alaminos ,ABC,7.3,ALA0032-1,
76,4,ALA0033,ALA0033,,,,C1-X,W,35,43661177.29,5958268.228,16.154798,119.980023,Pob. Alaminos ,ABC,18.5,ALA0033,
77,4,ALA0034,ALA0034,,,,C7,C,35,43661214.78,5958339.076,16.154985,119.980126,Quezon Blvd,ABC,3.1,ALA0034,
78,4,ALA0034-1,ALA0035,,,,C15,S,35,43661161.61,5958387.612,16.15511311,119.9799799,Quezon Blvd,ABC,19.5,ALA0034-1,
79,4,ALA0034-1-1,ALA0036,,,,C14X,C,35,43661064.12,5958445.916,16.155267,119.979712,Quezon Blvd,ABC,32,,INSERT
80,4,ALA0034-1-R1,ALA3068,,,,C7,C,40,43661103.42,5958478.119,16.155352,119.97982,Quezon Blvd,ABC,14,,INSERT
81,4,ALA0034-2,ALA0037,,,,C1,W,35,43661045.23,5958470.201,16.1553311,119.9796601,Quezon Blvd,ABC,9,ALA0034-2,
82,4,ALA0034-3,ALA0038,,,,C1-C7,C,35,43661022.63,5958484.939,16.15537,119.979598,Quezon Blvd,ABC,8.2,ALA0034-3,
83,4,ALA0034-3-1,ALA3069,,,,C7,C,45,43661060.84,5958516.006,16.155452,119.979703,Quezon Blvd,ABC,14,,
84,4,ALA0034-4,ALA0039,,,,C1-X,C,35,43660961.5,5958532.297,16.155495,119.97943,Quezon Blvd,ABC,23.3,ALA0034-4,
85,4,ALA0040,ALA0040,,,,C1,C,35,43660906.18,5958575.109,16.155608,119.979278,Quezon Blvd,ABC,16.1,ALA0040,
86,4,ALA0041,ALA0041,,,,C1-C7,C,35,43660879.62,5958594.81,16.15566,119.979205,Quezon Blvd,ABC,18,ALA0041,
107,4,ALA0042,ALA0042,,,,C8-C2-C7,C,35,43660779.51,5958675.572,16.15587317,119.9789299,Quezon Blvd,ABC,47,ALA0042,
108,4,ALA0043,ALA0043,,,,C2-C2-C7,C,35,43660599.45,5958803.209,16.15621006,119.9784351,Quezon Blvd,ABC,66.6,ALA0043,
109,4,ALA0044,ALA0044,,,,C1-C7-C7,C,35,43660485.15,5958855.882,16.15634909,119.978121,Quezon Blvd,ABC,38.2,ALA0044,
112,4,ALA0044-A,ALA0044A,,,,C1-A5-1,C,35,43660407.27,5958911.095,16.15649482,119.977907,Quezon Blvd,ABC,28.8,ALA0044-1,
113,4,,ALA0044B,,,,A5,C,30,43660433.84,5958931.243,16.156548,119.97798,,C,,,
114,4,ALA0045,ALA0045,,,,C1-C7,W,35,43660318.84,5958956.604,16.15661494,119.977664,Quezon Blvd,ABC,3.2,ALA0045,
115,4,,ALA0045A,,,,C7,C,35,43660380.34,5958963.825,16.156634,119.977833,,CBA,,,
116,4,ALA0046,ALA0046,,,,C1,C,35,43660202.03,5959025.217,16.15679604,119.977343,Quezon Blvd,ABC,41,ALA0046,
117,4,ALA0047,ALA0047,,,,C1,C,35,43660085.98,5959080.543,16.15694207,119.9770241,Quezon Blvd,ABC,39,ALA0047,
118,4,ALA0048,ALA0048,,,,C2,W,35,43659945.52,5959158.514,16.15714787,119.9766381,Quezon Blvd,ABC,48.7,ALA0048,
119,4,ALA0049,ALA0049,,,,C4-A5-1,W,45,43659842.89,5959221.463,16.15731402,119.9763561,Quezon Blvd,BCA,36.4,ALA0049,
120,4,ALA0050,ALA0050,,,,C3/A5-1,W,45,43659885.84,5959402.119,16.15779085,119.9764741,Quezon Blvd,BCA,54.7,ALA0050,
158,4,ALA0051,ALA0051,,,,C1,W,35,43659879.61,5959545.813,16.15817012,119.976457,SADSARAN,ABC,42.3,ALA0051,
159,4,ALA0052,ALA0052,,,,C3,S,45,43659850.1,5959665.483,16.15848598,119.9763759,SADSARAN,BCA,36.3,ALA0052,
160,4,ALA0053,ALA0053,,,,C1,C,35,43659711.53,5959765.513,16.15875,119.9759951,SADSARAN,CBA,51.6,ALA0053,
161,4,ALA0054,ALA0054,,,,C1,W,35,43659563.74,5959861.386,16.15900305,119.975589,SADSARAN,CBA,53.3,ALA0054,
162,4,ALA0055,ALA0055,,,,C1,W,35,43659445.15,5959938.661,16.15920701,119.9752631,SADSARAN,CBA,42.8,ALA0055,
163,4,ALA0056,ALA0056,,,,C1,W,35,43659317.02,5960028.067,16.15944299,119.974911,SADSARAN,CBA,47.2,ALA0056,
164,4,ALA0057,ALA0057,,,,C1,C,35,43659172.22,5960123.941,16.15969604,119.9745131,SADSARAN,CBA,52.5,ALA0057,
165,4,ALA0058,ALA0058,,,,C1,C,35,43659045.98,5960211.495,16.15992713,119.9741662,SADSARAN,CBA,46.4,ALA0058,
166,4,ALA0059,ALA0059,,,,C1-X-A5-1,W,35,43658921.16,5960296.741,16.16015213,119.9738232,SADSARAN,CBA,45.7,ALA0059,
176,4,ALA0060,ALA0060,,,,C1,S,35,43658794.12,5960388.804,16.16039512,119.9734741,SADSARAN,CBA,47.3,ALA0060,
179,4,ALA0061,ALA0061,,,,C1X,W,35,43658670.76,5960470.239,16.16061006,119.9731351,SADSARAN,CBA,44.7,ALA0061,
180,4,ALA0062,ALA0062,,,,C1,C,35,43658524.4,5960567.614,16.16086707,119.9727329,SADSARAN,CBA,53.1,ALA0062,
181,4,ALA0063,ALA0063,,,,C1,C,35,43658346.12,5960681.625,16.16116799,119.972243,SADSARAN,CBA,64,ALA0063,
182,4,ALA0064,ALA0064,,,,C8,W,35,43658176.14,5960778.656,16.16142409,119.9717759,SADSARAN,CBA,59.3,ALA0064,
183,4,ALA0065,ALA0065,,,,C1,W,35,43658005.84,5960859.28,16.16163689,119.9713079,SADSARAN,CBA,57.2,ALA0065,
184,4,ALA0066,ALA0066,,,,C1,S,35,43657853.72,5960935.056,16.16183689,119.9708899,SADSARAN,CBA,51.6,ALA0066,
185,4,ALA0066-1,ALA0066A,,,,C2,C,35,43657725.27,5960997.199,16.16200091,119.9705369,SADSARAN,CBA,43.3,ALA0066-1,
188,4,ALA0066-2,ALA0066B,,,,C2-1,S,35,43657492.73,5961109.362,16.16229695,119.9698979,SADSARAN,CBA,78,ALA0066-4,
189,4,ALA0067,ALA0067,,,,C2-1,S,35,43657225.33,5961217.714,16.16258293,119.9691631,SADSARAN,CBA,87.8,ALA0067,
190,4,ALA0068,ALA0068,,,,C2,S,35,43656945.86,5961333.34,16.16288811,119.9683951,SADSARAN,CBA,92,ALA0068,
191,4,ALA0069,ALA0069,,,,C1,S,35,43656634.65,5961467.797,16.16324299,119.9675399,SADSARAN,CBA,13.1,ALA0069,
192,4,ALA0070,ALA0070,,,,C8,C,35,43656492.76,5961523.936,16.16339116,119.96715,SADSARAN,CBA,46.4,ALA0070,
193,4,ALA0071,ALA0071,,,,C1-1,C,35,43656366.49,5961572.796,16.16352012,119.966803,SADSARAN,CBA,41.2,ALA0071,
194,4,ALA0072,ALA0072,,,,C14X,S,35,43656226.38,5961627.666,16.16366494,119.966418,SADSARAN,CBA,45.8,ALA0072,
195,4,ALA0073,ALA0073,,,,C14X,C,35,43656074.27,5961696.974,16.16384787,119.966,POGO,CBA,5.8,ALA0073,
196,4,ALA0074,ALA0074,,,,C1,S,35,43655936.72,5961745.948,16.16397713,119.965622,POGO,CBA,44.8,ALA0074,
197,4,ALA0075,ALA0075,,,,C1,W,35,43655785.04,5961795.158,16.16410701,119.9652052,POGO,CBA,48.6,ALA0075,
198,4,ALA0076,ALA0076,,,,C14X,W,35,43655647.34,5961852.801,16.16425915,119.9648268,POGO,CBA,45.4,ALA0076,
199,4,ALA0077,ALA0077,,,,C14X,S,35,43655514.88,5961898.194,16.16437896,119.9644628,POGO,CBA,42.7,ALA0077,
200,4,ALA0078,ALA0078,,,,C14X,W,35,43655352.69,5961952.719,16.16452287,119.9640171,POGO,CBA,52.1,ALA0078,
201,4,ALA0079,ALA0079,,,,C1-A5-1,W,35,43655215.9,5961999.386,16.16464604,119.9636412,POGO,CBA,44,ALA0079,
202,4,ALA0080,ALA0080,,,,C1,S,35,43655081.18,5962049.054,16.16477713,119.963271,POGO,CBA,43.7,ALA0080,
203,4,ALA0081,ALA0081,,,,C1,W,35,43654969.46,5962088.791,16.16490173,119.9629714,POGO,CBA,36.1,ALA0081,
204,4,ALA0081A,ALA0081A,,,,C1/C7-1,C,35,43654946.5,5962103.185,"	16.16492",119.9629009,POGO,CBA,,,
205,4,ALA0081A-1,ALA0081B,,,,C7,C,35,43654897.77,5961961.104,16.164545,119.962767,POGO,,,,
206,4,ALA0082,ALA0082,,,,C14X,C,35,43654834.45,5962135.345,16.16500488,119.962593,POGO,CBA,43.5,ALA0082,
207,4,ALA0082-NEW1,ALA0082A,,,,J6,C,35,43654823.17,5962120.614,16.164966,119.962562,POGO,,,,
208,4,ALA0083,ALA0083,,,,C1/C7-1,S,35,43654650.72,5962202.805,16.16518293,119.9620881,POGO,CBA,59.6,ALA0083,
209,4,ALA0083-NEW1,ALA0083A,,,,C7,C,35,43654654.43,5962171.384,"	16.16510",119.9620983,POGO,,,,
210,4,ALA0084,ALA0084,,,,C14X,C,35,43654422.51,5962279.389,16.16538506,119.961461,POGO,CBA,73.3,ALA0084,
211,4,ALA0085,ALA0085,,,,C14/C7-1,C,35,43654254.75,5962332.065,16.16552409,119.961,POGO,CBA,53.6,ALA0085,
212,4,ALA0086,ALA0086,,,,C14X,C,35,43654118.29,5962377.921,16.16564512,119.960625,POGO,CBA,43.9,ALA0086,
213,4,ALA0087,ALA0087,,,,C14X,C,35,43653962.87,5962432.098,16.16578811,119.9601979,POGO,CBA,5.1,ALA0087,
214,4,ALA0088,ALA0088,,,,C14X,C,35,43653819.85,5962479.803,16.16591402,119.9598049,POGO,CBA,45.9,ALA0088,
215,4,ALA0089,ALA0089,,,,C14X,C,35,43653652.86,5962544.957,16.16608598,119.959346,POGO,CBA,54.6,ALA0089,
216,4,ALA0090,ALA0090,,,,C8/C15X,C,35,43653522.18,5962590.468,16.1662061,119.9589869,POGO,CBA,42.2,ALA0090,
217,4,ALA0091,ALA0091,,,,C14X,C,35,43653378.84,5962654.807,16.16637591,119.958593,POGO,CBA,47.7,ALA0091,
218,4,ALA0092,ALA0092,,,,C14X,C,35,43653226.72,5962704.827,16.16650793,119.958175,POGO,CBA,48.8,ALA0092,
219,4,ALA0093,ALA0093,,,,C15/A5-1,C,35,43653090.26,5962757.849,16.16664787,119.9578,POGO,CBA,44.6,ALA0093,
220,4,ALA0094,ALA0094,,,,C15X,C,35,43652971.99,5962777.255,16.16669909,119.957475,POGO,CBA,36.6,ALA0094,
221,4,ALA0095,ALA0095,,,,C3/A5-1,C,45,43652817.33,5962757.849,16.16664787,119.95705,POGO,BCA,47.7,ALA0095,
227,4,ALA0096,ALA0096,,,,C3,C,45,43652703.07,5962689.346,16.16646707,119.956736,POGO,BCA,4.3,ALA0096,
228,4,ALA0097,ALA0097,,,,C14X,C,35,43652478.17,5962627.895,16.166315,119.956252,POGO,ABC,71.1,ALA0097,
229,4,ALA0098,ALA0098,,,,C15X,C,35,43652340.58,5962583.997,16.16618902,119.9557399,POGO,ABC,44,ALA0098,
230,4,ALA0099,ALA0099,,,,C14X,C,35,43652198.37,5962582.152,16.16618415,119.9553491,POGO,ABC,43.5,ALA0099,
231,4,ALA0100,ALA0100,,,,C8,C,35,43651998.55,5962573.024,16.16616006,119.9548,POGO,ABC,61.2,ALA0100,
232,4,ALA0101,ALA0101,,,,C14X,C,35,43651859.54,5962571.062,16.16615488,119.954418,POGO,ABC,42.5,ALA0101,
2409,4,,ALA0101A,,,,C14X,C,35,,,16.166137,119.954062,,,,,
233,4,ALA0102,ALA0102,,,,C15X,C,35,43651574.64,5962574.525,16.16616402,119.9536351,POGO,ABC,87.2,ALA0102,
234,4,ALA0103,ALA0103,,,,C14X,C,35,43651355.5,5962599.592,16.16623018,119.9530329,POGO,ABC,67.4,ALA0103,
235,4,ALA0104,ALA0104,,,,C14X/C7-1,C,35,43651098.54,5962655.962,16.16637896,119.9523268,POGO,ABC,8.3,ALA0104,
236,4,ALA0104-01,ALA3172,,,,C2,C,30,43651068.05,5962479.049,16.16591203,119.952243,Pogo Subdivision,ABC,52,,
237,4,ALA0104-02,ALA3173,,,,C2,C,30,43651050.58,5962313.844,16.165476,119.952195,Pogo Subdivision,ABC,48,,
238,4,ALA0104-03,ALA3174,,,,C2,C,30,43651055.67,5962160.393,16.16507099,119.952209,Pogo Subdivision,ABC,45,,
239,4,ALA0104-04,ALA3175,,,,C2,C,30,43651099.71,5961997.094,16.16463999,119.95233,Pogo Subdivision,ABC,49,,
240,4,ALA0104-05,ALA3176,,,,C2,C,30,43651065.5,5961836.467,16.16421604,119.952236,Pogo Subdivision,ABC,48,,
241,4,ALA0104-06,ALA3177,,,,C4,C,30,43651001.45,5961620.482,16.16364598,119.95206,Pogo Subdivision,ABC,66,,
242,4,ALA0104-07,ALA3178,,,,C2,C,30,43651138.28,5961526.512,16.16339796,119.952436,Pogo Subdivision,ABC,50,,
243,4,ALA0104-08,ALA3179,,,,C2,C,30,43651316.96,5961506.822,16.16334599,119.952927,Pogo Subdivision,ABC,54,,
244,4,ALA0104-09,ALA3180,,,,C7,C,30,43651491.27,5961446.197,16.16318598,119.953406,Pogo Subdivision,ABC,56,,
245,4,ALA0105,ALA0105,,,,C14X,C,35,43650919.61,5962700.667,16.16649695,119.9518351,POGO,ABC,56.3,ALA0105,
246,4,ALA0106,ALA0106,,,,C14X,C,35,43650792.24,5962732.551,16.1665811,119.9514851,POGO,ABC,4.1,ALA0106,
247,4,ALA0107,ALA0107,,,,C15X,C,35,43650602.29,5962768.473,16.16667591,119.9509631,San Roque,ABC,59.1,ALA0107,
248,4,ALA0108,ALA0108,,,,C15X,C,35,43650447.63,5962768.473,16.16667591,119.9505381,San Roque,ABC,47.3,ALA0108,
249,4,Needs sticker ID,ALA0109,,,,C14X,C,35,43650295.84,5962754.844,16.16663994,119.950121,San Roque,ABC,46.6,ALA0109,
250,4,ALA0110,ALA0110,,,,C14X,C,35,43650135.33,5962730.239,16.166575,119.9496799,San Roque,ABC,49.6,ALA0110,
251,4,ALA0111,ALA0111,,,,C14X,C,35,43649987.98,5962706.328,16.16651189,119.949275,San Roque,ABC,45.6,ALA0111,
252,4,ALA0112,ALA0112,,,,C4/A5-1,C,35,43649809.34,5962672.251,16.16642195,119.9487841,San Roque,ABC,55.6,ALA0112,
400,4,ALA0113,ALA0113,,,,C15X,C,35,43649735.47,5962794.695,16.16674512,119.9485811,San Antonio,ABC,42.5,ALA0113,
401,4,ALA0114,ALA0114,,,,C15X,C,35,43649663.67,5962914.371,16.16706098,119.9483838,San Antonio,ABC,41.5,ALA0114,
402,4,ALA0115,ALA0115,,,,C2,W,35,43649590.89,5963039.817,16.16739207,119.9481838,San Antonio,ABC,43.1,ALA0115,
403,4,ALA0116,ALA0116,,,,C2,W,35,43649552.39,5963179.592,16.16776098,119.948078,San Antonio,ABC,42.7,ALA0116,
404,4,ALA0117,ALA0117,,,,C3,W,45,43649533.87,5963340.271,16.16818506,119.9480271,San Antonio,BCA,47.5,ALA0117,
405,4,ALA0118,ALA0118,,,,C2-2,W,35,43649586.23,5963502.8,16.16861402,119.948171,San Antonio,CBA,5.4,ALA0118,
406,4,ALA0119,ALA0119,,,,C1,C,35,43649610.98,5963648.237,16.16899787,119.948239,San Antonio,CBA,43.4,ALA0119,
407,4,ALA0120,ALA0120,,,,C2,C,35,43649640.05,5963811.229,16.16942805,119.9483189,San Antonio,CBA,48.7,ALA0120,
408,4,ALA0121,ALA0121,,,,C1,W,35,43649658.36,5963949.153,16.16979207,119.9483692,San Antonio,CBA,4.9,ALA0121,
409,4,ALA0122,ALA0122,,,,C2,S,35,43649680.88,5964110.182,16.17021707,119.9484311,San Antonio,CBA,47.8,ALA0122,
410,4,ALA0123,ALA0123,,,,C1X,S,35,43649655.7,5964270.405,16.17063994,119.9483619,San Antonio,CBA,47.7,ALA0123,
411,4,ALA0124,ALA0124,,,,C8,S,35,43649632.08,5964408.679,16.17100488,119.948297,San Antonio,CBA,41.3,ALA0124,
412,4,ALA0125,ALA0125,,,,C2,W,35,43649589.14,5964561.737,16.17140884,119.948179,San Antonio,CBA,46.8,ALA0125,
413,4,ALA0126,ALA0126,,,,C1/A5-1,S,35,43649530.88,5964700.819,16.17177591,119.9480189,San Antonio,CBA,44.6,ALA0126,
762,4,ALA0127,ALA0127,,,,C1,C,35,43649461.41,5964820.611,16.17209207,119.947828,San Antonio,CBA,41.1,ALA0127,
763,4,ALA0128,ALA0128,,,,C1,C,35,43649382.77,5964936.94,16.17239909,119.9476119,San Antonio,CBA,41.8,ALA0128,
764,4,ALA0129,ALA0129,,,,C3,S,45,43649293.69,5965080.065,16.17277683,119.9473671,San Antonio,CBA,5.1,ALA0129,
765,4,ALA0130,ALA0130,,,,C6,S,35,43649105.19,5965182.068,16.17304604,119.9468491,San Antonio,CBA,65,ALA0130,
766,4,ALA0131,ALA0131,,,,C1,S,35,43648996.67,5965289.615,16.17332988,119.9465509,San Antonio,CBA,45.8,ALA0131,
767,4,ALA0132,ALA0132,,,,C1,S,35,43648903.91,5965383.646,16.17357805,119.946296,San Antonio,CBA,39.6,ALA0132,
768,4,ALA0133,ALA0133,,,,C1,S,35,43648800.53,5965479.064,16.17382988,119.9460119,San Antonio,CBA,42.3,ALA0133,
769,4,ALA0134,ALA0134,,,,C1,S,35,43648699.8,5965588.229,16.17411799,119.9457351,San Antonio,CBA,44.5,ALA0134,
770,4,ALA0135,ALA0135,,,,C1X/B7-1,S,35,43648602.27,5965696.239,16.17440305,119.9454671,San Antonio,CBA,43.6,ALA0135,
771,4,ALA0136,ALA0136,,,,C1,S,35,43648493.76,5965830.355,16.17475701,119.9451689,San Antonio,CBA,51.5,ALA0136,
772,4,ALA0137,ALA0137,,,,C2,W,35,43648435.97,5965940.562,16.17504787,119.9450101,San Antonio,CBA,36.9,ALA0137,
773,4,ALA0138,ALA0138,,,,C2,W,35,43648352.96,5966080.453,16.17541707,119.944782,San Antonio,CBA,48.3,ALA0138,
774,4,ALA0139,ALA0139,,,,C3,C,45,43648289.61,5966216.881,16.17577713,119.9446079,San Antonio,BAC,44.5,ALA0139,
775,4,ALA0140,ALA0140,,,,C3,W,45,43648264.53,5966402.522,16.17626707,119.944539,San Antonio,BAC,55.1,ALA0140,
776,4,ALA0141,ALA0141,,,,C1,W,35,43648215.73,5966592.668,16.1767689,119.9444049,San Antonio,ABC,57.8,ALA0141,
777,4,ALA0142,ALA0142,,,,C1X,C,35,43648160.82,5966801.066,16.1773189,119.944254,San Antonio,ABC,63.5,ALA0142,
778,4,ALA0143,ALA0143,,,,C1,W,35,43648118.64,5966999.648,16.17784299,119.9441381,San Antonio,ABC,59.8,ALA0143,
779,4,ALA0144,ALA0144,,,,C2/A5-1,W,35,43648065.84,5967201.576,16.17837591,119.943993,San Antonio,ABC,61.5,ALA0144,
959,4,ALA0145,ALA0145,,,,C3,W,35,43647956.34,5967420.26,16.17895305,119.9436921,Inerangan,BAC,72.5,ALA0145,
960,4,ALA0146,ALA0146,,,,C1,W,35,43647759.4,5967567.663,16.17934207,119.9431509,Inerangan,ABC,74.2,ALA0146,
961,4,ALA0147,ALA0147,,,,C1/A5-1,W,35,43647566.93,5967690.81,16.17966707,119.942622,Inerangan,ABC,69.1,ALA0147,
973,4,ALA0148,ALA0148,,,,C1,W,35,43647330.39,5967838.218,16.1800561,119.941972,Inerangan,ABC,84.3,ALA0148,
974,4,ALA0149,ALA0149,,,,C1,W,35,43647110.27,5967981.003,16.18043293,119.9413671,Inerangan,ABC,79.3,ALA0149,
975,4,ALA0150,ALA0150,,,,C1X,W,35,43646980.68,5968059.442,16.18063994,119.941011,Inerangan,ABC,45.9,ALA0150,
976,4,ALA0151,ALA0151,,,,C1X,W,35,43646850.4,5968138.692,16.18084909,119.940653,Inerangan,ABC,46.2,ALA0151,
977,4,ALA0152,ALA0152,,,,C1,W,35,43646725.26,5968218.169,16.18105884,119.9403091,Inerangan,ABC,44.8,ALA0152,
978,4,ALA0153,ALA0153,,,,C2,S,35,43646601.13,5968291.758,16.18125305,119.939968,Inerangan,ABC,43.7,ALA0153,
983,4,ALA0154,ALA0154,,,,C1,W,35,43646419.83,5968382.326,16.18149207,119.9394698,Inerangan,ABC,61.5,ALA0154,
984,4,ALA0155,ALA0155,,,,C1,W,35,43646262.3,5968453.952,16.1816811,119.9390369,Inerangan,ABC,52.6,ALA0155,
985,4,ALA0156,ALA0156,,,,C1,S,35,43646142.9,5968516.451,16.18184604,119.9387088,Inerangan,ABC,4.9,ALA0156,
986,4,ALA0157,ALA0157,,,,C15X,C,35,43645953.42,5968605.864,16.18208201,119.9381881,Inerangan,ABC,63.6,ALA0157,
987,4,ALA0158,ALA0158,,,,C2,W,35,43645800.87,5968679.335,16.18227591,119.9377689,Inerangan,ABC,51.4,ALA0158,
988,4,ALA0159,ALA0159,,,,C1X,W,35,43645667.39,5968745.646,16.18245091,119.9374021,Inerangan,ABC,45.2,ALA0159,
989,4,ALA0160,ALA0160,,,,C1,W,35,43645545.48,5968803.294,16.18260305,119.9370671,Inerangan,ABC,41,ALA0160,
1007,4,ALA0161,ALA0161,,,,C2,W,35,43645416.99,5968870.76,16.1827811,119.936714,Inerangan,ABC,44,ALA0161,
1008,4,ALA0162,ALA0162,,,,C2-2,S,35,43645270.33,5968962.371,16.18302287,119.936311,Inerangan,ABC,52.3,ALA0162,
1009,4,ALA0163,ALA0163,,,,C1,W,35,43645185.54,5969038.962,16.183225,119.936078,Inerangan,ABC,34.3,ALA0163,
1010,4,ALA0164,ALA0164,,,,C1,W,35,43645074.52,5969148.132,16.18351311,119.9357729,Inerangan,ABC,46.7,ALA0164,
